Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Andoni Hernández,2000662653.0,14.0,10.25,10.75,10.25,13.0,1.0,14.5,10.0
Asier Goñi,2000570279.0,0.0,11.75,11.5,12.25,0.0,0.0,0.0,0.0
Eduardo Garai,2000662654.0,3.0,12.38,11.0,14.33,2.75,3.0,1.5,2.25
Aritz Núñez,2000570283.0,0.0,11.12,11.5,6.33,0.0,0.0,0.0,0.0
Beñat Unzueta,2000629411.0,0.0,10.88,14.0,6.42,0.0,0.0,0.0,0.0
Gonzalo Galán,2000681437.0,2.75,12.25,15.0,9.5,4.0,2.5,2.0,2.5
Gorka Alonso,2000629412.0,1.25,12.5,17.0,7.08,2.5,1.5,2.75,2.75
Íñigo Vélez,2000662660.0,3.5,11.25,15.25,8.92,2.75,2.5,2.75,2.75
Álex Moreno,2000570281.0,0.0,11.0,12.0,5.25,0.0,0.0,0.0,0.0
José Antón Garrido,2000510692.0,0.0,8.62,12.5,6.33,0.0,0.0,0.0,0.0
Mikel Castelo,2000510693.0,0.0,10.25,8.75,11.33,0.0,0.0,0.0,0.0
Koldo Vélez,2000570278.0,4.5,14.38,15.0,9.5,2.75,4.5,2.25,2.5
Alfredo Núñez,2000570280.0,0.0,12.12,9.5,14.67,0.0,0.0,0.0,0.0
Jokin Aguirre,2000628756.0,2.5,12.88,15.75,9.33,3.75,3.0,2.75,3.5
Juan Manuel Díez,2000629228.0,4.0,11.88,13.25,10.75,3.75,2.5,3.75,2.25
Daniel Tena,2000629406.0,0.0,11.75,11.25,11.83,0.0,0.0,0.0,0.0
Aritz Imaz,2000629407.0,0.0,13.75,12.5,11.75,0.0,0.0,0.0,0.0
Iker Jiménez,2000629408.0,0.0,13.38,12.0,13.33,0.0,0.0,0.0,0.0
Josu Jauregi,2000629409.0,0.0,13.62,14.0,12.25,0.0,0.0,0.0,0.0
Fran,2000629410.0,2.75,13.75,13.75,12.75,2.5,3.0,3.75,2.75
Xabier Núñez,2000629413.0,0.0,12.25,12.75,11.17,0.0,0.0,0.0,0.0
Didier Oyarzun,2000632730.0,0.0,12.62,12.5,11.42,0.0,0.0,0.0,0.0
Iker Marco,2000632769.0,0.0,11.38,12.5,12.58,0.0,0.0,0.0,0.0
