Player,UID,FB,WB,IWB,CWB,NNFB
Andoni Hernández,2000662653.0,7.8,5.75,7.5,6.62,8.9
Asier Goñi,2000570279.0,10.3,8.9,9.4,8.31,11.6
Eduardo Garai,2000662654.0,12.35,11.1,11.95,10.92,12.55
Aritz Núñez,2000570283.0,8.1,8.9,7.5,8.81,7.45
Beñat Unzueta,2000629411.0,7.35,8.55,6.75,9.0,6.4
Gonzalo Galán,2000681437.0,9.65,10.6,8.45,11.15,8.8
Gorka Alonso,2000629412.0,7.7,9.15,6.85,9.65,5.55
Íñigo Vélez,2000662660.0,7.65,9.05,7.55,10.15,7.75
Álex Moreno,2000570281.0,5.3,7.4,5.4,8.08,3.75
José Antón Garrido,2000510692.0,5.35,7.15,4.85,8.08,3.55
Mikel Castelo,2000510693.0,11.15,7.85,10.0,8.12,11.65
Koldo Vélez,2000570278.0,10.35,11.3,9.7,11.69,9.2
Alfredo Núñez,2000570280.0,12.5,9.6,11.05,9.38,13.2
Jokin Aguirre,2000628756.0,11.05,9.6,9.7,9.54,10.3
Juan Manuel Díez,2000629228.0,8.8,9.45,9.85,10.77,8.75
Daniel Tena,2000629406.0,12.75,10.2,11.65,9.54,12.55
Aritz Imaz,2000629407.0,11.1,10.55,11.5,11.15,9.8
Iker Jiménez,2000629408.0,11.9,10.8,11.45,11.15,12.6
Josu Jauregi,2000629409.0,13.5,11.5,12.8,11.31,12.0
Fran,2000629410.0,11.75,10.8,10.9,10.65,11.95
Xabier Núñez,2000629413.0,8.5,8.45,8.7,9.65,7.5
Didier Oyarzun,2000632730.0,9.0,9.55,9.9,10.54,9.85
Iker Marco,2000632769.0,12.4,10.05,11.3,9.65,12.0
