Match,Player,UID
#GK,Andoni Hernández,2000662653
#DR,Asier Goñi,2000570279
#DR,Eduardo Garai,2000662654
#DR,Jokin Aguirre,2000628756
#DR,Daniel Tena,2000629406
#DR,Fran,2000629410
#DC,Asier Goñi,2000570279
#DC,Eduardo Garai,2000662654
#DC,Mikel Castelo,2000510693
#DC,Alfredo Núñez,2000570280
#DC,Daniel Tena,2000629406
#DC,Iker Jiménez,2000629408
#DC,Josu Jauregi,2000629409
#DC,Iker Marco,2000632769
#DL,Eduardo Garai,2000662654
#DL,Mikel Castelo,2000510693
#DL,Fran,2000629410
#WBR,Jokin Aguirre,2000628756
#WBR,Daniel Tena,2000629406
#DM,Mikel Castelo,2000510693
#DM,Alfredo Núñez,2000570280
#DM,Daniel Tena,2000629406
#DM,Iker Jiménez,2000629408
#DM,Josu Jauregi,2000629409
#WBL,Mikel Castelo,2000510693
#WBL,Fran,2000629410
#MR,Aritz Núñez,2000570283
#MR,Koldo Vélez,2000570278
#MR,Jokin Aguirre,2000628756
#MC,Beñat Unzueta,2000629411
#MC,José Antón Garrido,2000510692
#MC,Mikel Castelo,2000510693
#MC,Alfredo Núñez,2000570280
#MC,Juan Manuel Díez,2000629228
#MC,Aritz Imaz,2000629407
#MC,Iker Jiménez,2000629408
#MC,Josu Jauregi,2000629409
#MC,Didier Oyarzun,2000632730
#AMR,Aritz Núñez,2000570283
#AMR,Beñat Unzueta,2000629411
#AMR,Gonzalo Galán,2000681437
#AMR,Gorka Alonso,2000629412
#AMR,Álex Moreno,2000570281
#AMR,José Antón Garrido,2000510692
#AMR,Koldo Vélez,2000570278
#AMR,Xabier Núñez,2000629413
#AMC,Juan Manuel Díez,2000629228
#AMC,Xabier Núñez,2000629413
#AMC,Didier Oyarzun,2000632730
#AML,Gorka Alonso,2000629412
#AML,Xabier Núñez,2000629413
#AML,Didier Oyarzun,2000632730
#STC,Gonzalo Galán,2000681437
#STC,Íñigo Vélez,2000662660
#STC,Álex Moreno,2000570281
#STC,José Antón Garrido,2000510692
#STC,Koldo Vélez,2000570278
#STC,Xabier Núñez,2000629413
