Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Andoni Hernández,2000662653.0,11.5,6.67,2.5,11.0,8.0,7.83,8.33,9.5,11.0,5.25,10.25,10.62,6.9,8.17,10.88,9.33,1.0,10.75,11.5,5.0,2.5
Asier Goñi,2000570279.0,15.0,8.83,8.5,10.0,5.75,9.67,3.5,11.5,10.0,5.75,9.75,13.75,9.2,10.33,11.75,10.83,6.5,5.25,14.0,1.5,12.5
Eduardo Garai,2000662654.0,12.0,11.0,12.0,11.75,11.0,14.5,8.67,12.5,11.75,10.0,12.0,12.12,12.1,12.5,12.5,13.67,10.0,9.5,9.75,7.33,12.0
Aritz Núñez,2000570283.0,13.5,8.17,3.5,4.75,8.0,8.5,8.5,6.5,4.75,12.0,5.5,8.75,8.1,4.5,12.88,7.5,10.5,10.0,9.25,6.83,4.5
Beñat Unzueta,2000629411.0,12.5,6.83,4.5,4.75,11.0,10.5,9.5,5.5,4.75,12.5,5.0,6.62,8.3,3.17,13.12,7.17,11.5,11.0,7.75,7.17,3.0
Gonzalo Galán,2000681437.0,9.0,7.5,7.0,10.25,15.0,10.17,10.67,11.0,10.25,13.75,8.5,14.38,9.3,7.33,14.0,9.5,10.5,12.0,9.75,11.0,3.0
Gorka Alonso,2000629412.0,6.0,8.0,8.0,6.5,9.5,8.83,11.83,8.25,6.5,10.75,6.5,6.75,8.5,5.0,15.75,8.17,11.0,12.75,12.25,5.17,4.0
Íñigo Vélez,2000662660.0,9.0,6.33,8.0,8.5,14.0,11.17,12.33,9.5,8.5,12.0,8.25,11.12,9.1,6.5,13.88,8.67,12.0,13.75,10.0,11.67,3.0
Álex Moreno,2000570281.0,16.0,8.0,12.0,4.0,11.0,7.0,8.33,10.0,4.0,11.5,4.0,6.88,9.0,2.67,12.5,6.67,12.0,9.5,9.5,8.33,0.0
José Antón Garrido,2000510692.0,9.5,7.67,7.5,4.75,10.0,5.0,11.17,10.0,4.75,9.75,4.75,8.75,7.6,3.17,11.12,6.67,11.0,11.5,7.5,6.83,0.0
Mikel Castelo,2000510693.0,13.5,7.67,3.5,6.75,7.5,6.67,6.83,11.0,6.75,6.5,8.75,12.38,6.5,8.0,9.62,10.83,0.0,10.25,7.5,4.67,10.5
Koldo Vélez,2000570278.0,14.5,9.17,5.5,7.0,12.5,12.5,12.83,11.0,7.0,15.5,9.0,11.88,11.5,7.17,15.62,9.83,12.5,15.25,12.0,12.17,4.0
Alfredo Núñez,2000570280.0,15.5,10.83,6.5,11.75,8.75,11.17,6.33,16.0,11.75,7.25,11.25,15.5,11.1,11.67,10.0,14.17,6.5,9.5,12.25,6.0,9.5
Jokin Aguirre,2000628756.0,11.0,10.67,6.0,7.75,10.5,9.0,5.67,9.75,7.75,7.0,8.5,9.38,9.8,7.83,14.0,9.83,6.0,7.0,11.75,4.83,12.0
Juan Manuel Díez,2000629228.0,7.5,12.17,12.0,11.0,14.5,10.5,13.5,12.25,11.0,12.0,9.0,12.12,11.9,8.67,13.75,11.0,9.5,14.5,12.75,10.5,5.0
Daniel Tena,2000629406.0,16.5,8.5,6.5,11.0,7.5,11.17,5.17,11.0,11.0,7.0,11.0,9.88,9.3,12.5,11.62,11.5,5.5,7.75,12.0,5.0,12.5
Aritz Imaz,2000629407.0,16.0,15.5,7.5,12.0,13.5,13.33,9.83,15.0,12.0,10.5,13.25,11.0,14.8,11.0,14.0,14.17,14.5,11.0,14.5,8.17,8.5
Iker Jiménez,2000629408.0,12.5,8.83,8.5,12.25,12.75,10.5,11.17,13.5,12.25,11.0,11.75,14.0,9.5,11.0,12.5,12.5,6.5,13.0,13.75,11.83,10.5
Josu Jauregi,2000629409.0,9.5,13.5,11.5,10.0,11.75,11.33,8.0,14.25,10.0,9.75,10.5,10.38,12.2,10.17,13.75,14.0,6.5,9.75,13.0,6.5,16.5
Fran,2000629410.0,4.5,10.83,9.0,12.5,9.5,9.0,10.17,13.75,12.5,7.0,9.0,13.75,10.0,11.17,13.88,12.33,5.5,10.0,14.5,6.17,10.0
Xabier Núñez,2000629413.0,12.5,9.5,5.5,5.25,13.5,13.83,13.17,11.5,5.25,13.0,12.0,9.62,11.9,3.5,13.62,11.17,12.5,15.25,11.5,12.83,4.0
Didier Oyarzun,2000632730.0,11.5,12.0,5.5,9.0,12.5,10.33,12.83,13.5,9.0,10.25,9.0,14.88,11.4,6.0,12.62,12.33,10.0,13.5,12.0,8.5,8.5
Iker Marco,2000632769.0,15.5,11.83,13.5,10.5,9.25,11.0,6.17,11.75,10.5,8.75,13.0,10.38,11.0,11.17,12.75,12.33,9.5,9.25,11.5,6.33,18.5
