Player,UID,AMC,AP,T,SS,AM,EG
Andoni Hernández,2000662653.0,7.7,6.7,7.7,6.9,7.0,6.05
Asier Goñi,2000570279.0,8.3,7.9,8.3,7.4,8.15,7.8
Eduardo Garai,2000662654.0,10.95,10.85,10.95,11.0,11.2,10.55
Aritz Núñez,2000570283.0,8.7,9.1,8.7,9.3,9.8,10.45
Beñat Unzueta,2000629411.0,8.5,9.4,8.5,9.7,10.0,10.35
Gonzalo Galán,2000681437.0,11.35,12.25,11.35,12.05,11.75,12.55
Gorka Alonso,2000629412.0,9.0,9.65,9.0,9.25,9.95,10.6
Íñigo Vélez,2000662660.0,10.2,10.9,10.2,11.85,10.85,11.1
Álex Moreno,2000570281.0,9.6,10.7,9.6,9.1,9.9,11.1
José Antón Garrido,2000510692.0,8.9,9.75,8.9,8.25,8.55,9.5
Mikel Castelo,2000510693.0,8.85,7.4,8.85,7.65,7.65,6.5
Koldo Vélez,2000570278.0,12.45,13.35,12.45,12.75,12.85,14.05
Alfredo Núñez,2000570280.0,11.45,10.95,11.45,9.45,10.0,9.3
Jokin Aguirre,2000628756.0,9.3,9.5,9.3,8.25,8.95,9.2
Juan Manuel Díez,2000629228.0,11.8,12.3,11.8,11.7,12.05,12.8
Daniel Tena,2000629406.0,9.55,8.55,9.55,8.4,8.95,8.25
Aritz Imaz,2000629407.0,13.25,13.85,13.25,12.0,13.0,13.55
Iker Jiménez,2000629408.0,11.95,11.05,11.95,11.85,11.55,10.55
Josu Jauregi,2000629409.0,12.2,11.5,12.2,10.7,11.8,10.75
Fran,2000629410.0,10.7,10.15,10.7,9.7,10.05,9.7
Xabier Núñez,2000629413.0,12.45,12.65,12.45,12.45,12.35,12.95
Didier Oyarzun,2000632730.0,12.35,12.45,12.35,12.25,12.75,11.9
Iker Marco,2000632769.0,10.4,9.6,10.4,8.65,9.8,9.05
