Player,UID,WM,W,DW,IW,IF,WG
Andoni Hernández,2000662653.0,5.9,5.8,7.25,7.0,6.9,6.0
Asier Goñi,2000570279.0,8.35,8.4,8.75,8.15,7.4,8.96
Eduardo Garai,2000662654.0,10.8,10.65,11.75,11.2,11.0,10.88
Aritz Núñez,2000570283.0,8.6,10.55,7.3,9.8,9.3,10.21
Beñat Unzueta,2000629411.0,8.35,10.35,6.15,10.0,9.7,10.04
Gonzalo Galán,2000681437.0,11.3,13.05,8.35,11.75,12.05,12.21
Gorka Alonso,2000629412.0,9.3,11.4,6.8,9.95,9.25,10.67
Íñigo Vélez,2000662660.0,9.8,10.75,6.9,10.85,11.85,10.38
Álex Moreno,2000570281.0,9.1,10.6,4.4,9.9,9.1,11.17
José Antón Garrido,2000510692.0,9.05,10.1,5.25,8.55,8.25,9.83
Mikel Castelo,2000510693.0,8.05,6.8,10.6,7.65,7.65,7.08
Koldo Vélez,2000570278.0,11.55,13.85,9.55,12.85,12.75,13.21
Alfredo Núñez,2000570280.0,9.95,9.7,11.45,10.0,9.45,9.92
Jokin Aguirre,2000628756.0,9.05,10.15,8.9,8.95,8.25,9.88
Juan Manuel Díez,2000629228.0,11.2,11.65,8.95,12.05,11.7,11.33
Daniel Tena,2000629406.0,8.3,8.5,11.2,8.95,8.4,9.0
Aritz Imaz,2000629407.0,12.5,12.95,10.6,13.0,12.0,12.75
Iker Jiménez,2000629408.0,11.15,10.3,11.4,11.55,11.85,10.33
Josu Jauregi,2000629409.0,11.45,10.8,12.0,11.8,10.7,10.75
Fran,2000629410.0,10.6,10.75,11.2,10.05,9.7,10.08
Xabier Núñez,2000629413.0,10.65,12.0,8.25,12.35,12.45,11.5
Didier Oyarzun,2000632730.0,12.4,11.1,9.3,12.75,12.25,10.67
Iker Marco,2000632769.0,9.0,8.95,10.55,9.8,8.65,9.88
