Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Andoni Hernández,2000662653.0,7.0,7.0,7.0,7.0,5.8,5.8,6.9,6.9,6.0,6.0
Asier Goñi,2000570279.0,8.15,8.15,8.15,8.15,8.4,8.4,7.4,7.4,8.96,8.96
Eduardo Garai,2000662654.0,11.2,11.2,11.2,11.2,10.65,10.65,11.0,11.0,10.88,10.88
Aritz Núñez,2000570283.0,9.8,9.8,9.8,9.8,10.55,10.55,9.3,9.3,10.21,10.21
Beñat Unzueta,2000629411.0,10.0,10.0,10.0,10.0,10.35,10.35,9.7,9.7,10.04,10.04
Gonzalo Galán,2000681437.0,11.75,11.75,11.75,11.75,13.05,13.05,12.05,12.05,12.21,12.21
Gorka Alonso,2000629412.0,9.95,9.95,9.95,9.95,11.4,11.4,9.25,9.25,10.67,10.67
Íñigo Vélez,2000662660.0,10.85,10.85,10.85,10.85,10.75,10.75,11.85,11.85,10.38,10.38
Álex Moreno,2000570281.0,9.9,9.9,9.9,9.9,10.6,10.6,9.1,9.1,11.17,11.17
José Antón Garrido,2000510692.0,8.55,8.55,8.55,8.55,10.1,10.1,8.25,8.25,9.83,9.83
Mikel Castelo,2000510693.0,7.65,7.65,7.65,7.65,6.8,6.8,7.65,7.65,7.08,7.08
Koldo Vélez,2000570278.0,12.85,12.85,12.85,12.85,13.85,13.85,12.75,12.75,13.21,13.21
Alfredo Núñez,2000570280.0,10.0,10.0,10.0,10.0,9.7,9.7,9.45,9.45,9.92,9.92
Jokin Aguirre,2000628756.0,8.95,8.95,8.95,8.95,10.15,10.15,8.25,8.25,9.88,9.88
Juan Manuel Díez,2000629228.0,12.05,12.05,12.05,12.05,11.65,11.65,11.7,11.7,11.33,11.33
Daniel Tena,2000629406.0,8.95,8.95,8.95,8.95,8.5,8.5,8.4,8.4,9.0,9.0
Aritz Imaz,2000629407.0,13.0,13.0,13.0,13.0,12.95,12.95,12.0,12.0,12.75,12.75
Iker Jiménez,2000629408.0,11.55,11.55,11.55,11.55,10.3,10.3,11.85,11.85,10.33,10.33
Josu Jauregi,2000629409.0,11.8,11.8,11.8,11.8,10.8,10.8,10.7,10.7,10.75,10.75
Fran,2000629410.0,10.05,10.05,10.05,10.05,10.75,10.75,9.7,9.7,10.08,10.08
Xabier Núñez,2000629413.0,12.35,12.35,12.35,12.35,12.0,12.0,12.45,12.45,11.5,11.5
Didier Oyarzun,2000632730.0,12.75,12.75,12.75,12.75,11.1,11.1,12.25,12.25,10.67,10.67
Iker Marco,2000632769.0,9.8,9.8,9.8,9.8,8.95,8.95,8.65,8.65,9.88,9.88
