Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Andoni Hernández,2000662653.0,6.0,10.25,10.75,6.33,4.67,5.83,7.0,10.25
Asier Goñi,2000570279.0,11.33,11.75,11.5,7.0,5.33,6.67,11.75,12.25
Eduardo Garai,2000662654.0,13.0,12.38,11.0,9.5,8.5,10.67,12.0,14.33
Aritz Núñez,2000570283.0,4.17,11.12,11.5,9.17,6.5,9.83,8.5,6.33
Beñat Unzueta,2000629411.0,2.33,10.88,14.0,9.83,6.83,11.5,8.5,6.42
Gonzalo Galán,2000681437.0,4.0,12.25,15.0,9.0,10.5,14.17,8.0,9.5
Gorka Alonso,2000629412.0,2.83,12.5,17.0,11.0,7.83,10.0,7.0,7.08
Íñigo Vélez,2000662660.0,3.83,11.25,15.25,11.0,13.33,12.67,8.5,8.92
Álex Moreno,2000570281.0,0.0,11.0,12.0,11.33,8.67,11.67,14.0,5.25
José Antón Garrido,2000510692.0,0.0,8.62,12.5,10.5,9.0,10.0,8.5,6.33
Mikel Castelo,2000510693.0,10.5,10.25,8.75,4.0,1.0,6.5,8.5,11.33
Koldo Vélez,2000570278.0,5.33,14.38,15.0,14.0,10.5,13.17,10.0,9.5
Alfredo Núñez,2000570280.0,11.5,12.12,9.5,7.17,5.5,7.17,11.0,14.67
Jokin Aguirre,2000628756.0,8.83,12.88,15.75,8.83,5.83,9.33,8.5,9.33
Juan Manuel Díez,2000629228.0,6.17,11.88,13.25,14.33,11.5,13.5,9.75,10.75
Daniel Tena,2000629406.0,14.83,11.75,11.25,6.33,3.67,6.83,11.5,11.83
Aritz Imaz,2000629407.0,8.0,13.75,12.5,14.67,12.83,12.83,11.75,11.75
Iker Jiménez,2000629408.0,10.83,13.38,12.0,7.17,9.0,11.0,10.5,13.33
Josu Jauregi,2000629409.0,12.83,13.62,14.0,9.17,5.83,10.67,10.5,12.25
Fran,2000629410.0,11.33,13.75,13.75,8.17,7.17,8.17,6.75,12.75
Xabier Núñez,2000629413.0,1.33,12.25,12.75,13.33,11.5,12.17,9.0,11.17
Didier Oyarzun,2000632730.0,4.33,12.62,12.5,12.17,11.0,11.67,8.5,11.42
Iker Marco,2000632769.0,13.5,11.38,12.5,8.17,7.0,8.0,14.5,12.58
