Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Andoni Hernández,2000662653.0,9.7,8.45,9.25,8.25,8.65,8.0,8.0,8.65
Asier Goñi,2000570279.0,8.35,7.65,11.45,8.55,8.65,7.6,8.85,9.85
Eduardo Garai,2000662654.0,11.4,11.25,12.15,11.8,11.5,11.25,11.7,12.35
Aritz Núñez,2000570283.0,7.65,7.55,7.7,8.65,8.45,8.7,10.25,7.55
Beñat Unzueta,2000629411.0,7.65,8.25,6.75,8.85,8.35,9.6,10.45,7.2
Gonzalo Galán,2000681437.0,9.7,9.15,9.75,11.85,11.3,10.65,11.05,10.0
Gorka Alonso,2000629412.0,8.5,8.65,6.05,8.9,8.7,10.6,11.15,7.4
Íñigo Vélez,2000662660.0,9.7,10.25,8.0,10.25,9.75,11.6,11.65,8.5
Álex Moreno,2000570281.0,7.1,7.3,4.75,8.2,8.4,9.6,10.6,6.0
José Antón Garrido,2000510692.0,7.15,7.1,4.9,7.95,7.8,9.25,9.0,5.9
Mikel Castelo,2000510693.0,8.95,7.2,11.85,9.5,9.5,6.25,7.25,11.15
Koldo Vélez,2000570278.0,10.95,10.3,9.4,11.75,11.55,11.75,12.9,10.1
Alfredo Núñez,2000570280.0,11.35,9.0,13.7,12.05,11.95,8.35,8.9,12.55
Jokin Aguirre,2000628756.0,8.35,7.8,10.75,9.2,9.55,8.75,9.2,9.9
Juan Manuel Díez,2000629228.0,11.8,11.85,9.55,11.45,12.1,12.65,13.2,10.3
Daniel Tena,2000629406.0,10.25,9.3,11.75,10.25,10.25,7.6,8.95,11.75
Aritz Imaz,2000629407.0,12.35,11.85,10.65,12.6,12.8,13.6,13.8,11.95
Iker Jiménez,2000629408.0,12.15,11.15,12.7,12.45,12.45,10.8,11.15,12.65
Josu Jauregi,2000629409.0,11.85,10.9,12.3,12.1,12.8,10.8,11.6,13.25
Fran,2000629410.0,10.9,10.45,12.4,11.35,11.8,10.05,10.35,11.8
Xabier Núñez,2000629413.0,11.5,11.25,8.25,11.1,10.9,12.2,12.85,9.95
Didier Oyarzun,2000632730.0,11.15,11.2,11.0,11.9,12.35,13.05,12.7,11.15
Iker Marco,2000632769.0,11.45,9.65,11.8,10.1,10.3,9.75,10.4,11.25
