Player,UID,WM,W,DW,IW,IF,WG
Thibaut Courtois,18026122.0,9.0,8.0,10.0,11.1,10.0,9.0
Takehiro Tomiyasu,45095490.0,13.4,13.8,14.2,13.8,13.2,13.75
Boubacar Kamara,48043084.0,13.45,13.4,14.5,14.2,13.5,13.5
Éder Militão,19273276.0,12.9,13.3,14.1,13.4,12.9,13.42
Angeliño,28095342.0,14.6,14.2,14.3,14.4,14.0,13.08
Matías Zeiden,2000272732.0,14.55,13.25,13.45,16.4,15.5,12.62
Juan Martín Sancho,2000377686.0,13.8,14.5,12.0,15.1,14.8,14.08
Kylian Mbappé,85139014.0,14.0,16.4,11.3,16.2,16.4,15.0
Youri Tielemans,18077264.0,14.4,13.4,13.9,15.9,15.2,12.58
Raheem Sterling,28054109.0,14.3,15.0,13.2,15.7,15.5,13.92
Lê,2000410610.0,12.9,14.7,12.2,14.35,14.45,14.67
Vinícius Júnior,19302146.0,12.9,14.9,11.1,14.25,14.35,13.75
Francisco Mora,2000437769.0,7.9,7.7,9.05,9.65,8.75,8.04
Fabrice Mbassi,2000191910.0,13.1,13.2,14.0,14.45,13.35,12.17
Abderrahmane Sefrioui,2000433189.0,12.8,12.8,12.8,13.0,12.5,12.42
Boris Peters,2000506902.0,12.5,14.3,9.7,14.3,15.1,13.75
Zinho Vanheusden,18091405.0,11.9,12.3,13.9,12.4,11.9,12.75
Edmond Tapsoba,13196616.0,12.85,12.25,13.05,13.3,12.5,12.88
Jadon Sancho,28108490.0,13.35,14.3,11.0,15.4,15.0,13.42
Odsonne Edouard,48036880.0,12.6,12.9,10.7,13.4,13.9,13.0
Pedro Porro,67268221.0,14.4,15.1,12.9,15.0,14.75,14.0
Ciprian Trandafir,2000189363.0,13.25,13.4,12.4,13.5,12.8,12.75
Andrew Sinclair,2000432933.0,13.45,13.7,12.9,14.4,13.85,12.92
Isaac Guerra,2000439269.0,12.55,12.0,13.7,13.1,12.75,11.75
Roberto Bonilla,2000569765.0,14.35,15.6,12.4,14.95,14.85,15.58
