Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Thibaut Courtois,18026122.0,11.1,11.1,11.1,11.1,8.0,8.0,10.0,10.0,9.0,9.0
Takehiro Tomiyasu,45095490.0,13.8,13.8,13.8,13.8,13.8,13.8,13.2,13.2,13.75,13.75
Boubacar Kamara,48043084.0,14.2,14.2,14.2,14.2,13.4,13.4,13.5,13.5,13.5,13.5
Éder Militão,19273276.0,13.4,13.4,13.4,13.4,13.3,13.3,12.9,12.9,13.42,13.42
Angeliño,28095342.0,14.4,14.4,14.4,14.4,14.2,14.2,14.0,14.0,13.08,13.08
Matías Zeiden,2000272732.0,16.4,16.4,16.4,16.4,13.25,13.25,15.5,15.5,12.62,12.62
Juan Martín Sancho,2000377686.0,15.1,15.1,15.1,15.1,14.5,14.5,14.8,14.8,14.08,14.08
Kylian Mbappé,85139014.0,16.2,16.2,16.2,16.2,16.4,16.4,16.4,16.4,15.0,15.0
Youri Tielemans,18077264.0,15.9,15.9,15.9,15.9,13.4,13.4,15.2,15.2,12.58,12.58
Raheem Sterling,28054109.0,15.7,15.7,15.7,15.7,15.0,15.0,15.5,15.5,13.92,13.92
Lê,2000410610.0,14.35,14.35,14.35,14.35,14.7,14.7,14.45,14.45,14.67,14.67
Vinícius Júnior,19302146.0,14.25,14.25,14.25,14.25,14.9,14.9,14.35,14.35,13.75,13.75
Francisco Mora,2000437769.0,9.65,9.65,9.65,9.65,7.7,7.7,8.75,8.75,8.04,8.04
Fabrice Mbassi,2000191910.0,14.45,14.45,14.45,14.45,13.2,13.2,13.35,13.35,12.17,12.17
Abderrahmane Sefrioui,2000433189.0,13.0,13.0,13.0,13.0,12.8,12.8,12.5,12.5,12.42,12.42
Boris Peters,2000506902.0,14.3,14.3,14.3,14.3,14.3,14.3,15.1,15.1,13.75,13.75
Zinho Vanheusden,18091405.0,12.4,12.4,12.4,12.4,12.3,12.3,11.9,11.9,12.75,12.75
Edmond Tapsoba,13196616.0,13.3,13.3,13.3,13.3,12.25,12.25,12.5,12.5,12.88,12.88
Jadon Sancho,28108490.0,15.4,15.4,15.4,15.4,14.3,14.3,15.0,15.0,13.42,13.42
Odsonne Edouard,48036880.0,13.4,13.4,13.4,13.4,12.9,12.9,13.9,13.9,13.0,13.0
Pedro Porro,67268221.0,15.0,15.0,15.0,15.0,15.1,15.1,14.75,14.75,14.0,14.0
Ciprian Trandafir,2000189363.0,13.5,13.5,13.5,13.5,13.4,13.4,12.8,12.8,12.75,12.75
Andrew Sinclair,2000432933.0,14.4,14.4,14.4,14.4,13.7,13.7,13.85,13.85,12.92,12.92
Isaac Guerra,2000439269.0,13.1,13.1,13.1,13.1,12.0,12.0,12.75,12.75,11.75,11.75
Roberto Bonilla,2000569765.0,14.95,14.95,14.95,14.95,15.6,15.6,14.85,14.85,15.58,15.58
