Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Thibaut Courtois,18026122.0,7.0,8.75,4.5,14.0,5.67,11.67,14.0,15.17
Takehiro Tomiyasu,45095490.0,14.33,15.0,15.0,13.67,11.0,12.67,13.5,14.17
Boubacar Kamara,48043084.0,14.67,15.25,15.5,13.5,11.0,13.0,14.0,14.75
Éder Militão,19273276.0,14.67,15.25,15.0,12.33,11.0,12.33,14.0,14.67
Angeliño,28095342.0,12.33,13.25,12.5,14.33,12.67,13.67,7.5,13.83
Matías Zeiden,2000272732.0,11.67,15.0,14.0,14.67,13.17,16.67,9.5,14.42
Juan Martín Sancho,2000377686.0,8.33,14.5,17.5,14.67,13.0,16.33,12.0,12.0
Kylian Mbappé,85139014.0,4.33,15.25,19.0,15.67,18.67,17.67,8.0,14.83
Youri Tielemans,18077264.0,12.33,12.75,12.0,17.33,15.0,15.67,8.5,14.33
Raheem Sterling,28054109.0,9.0,14.25,14.5,15.0,15.33,15.33,8.5,14.33
Lê,2000410610.0,9.17,15.62,17.0,12.33,13.0,16.0,14.5,13.08
Vinícius Júnior,19302146.0,5.5,13.88,16.5,13.67,13.67,15.67,8.0,14.42
Francisco Mora,2000437769.0,6.67,14.62,8.0,7.67,5.17,5.5,9.75,12.5
Fabrice Mbassi,2000191910.0,14.33,15.5,14.5,14.17,8.5,13.67,7.0,14.0
Abderrahmane Sefrioui,2000433189.0,13.67,17.0,15.0,9.0,10.67,13.33,10.5,14.33
Boris Peters,2000506902.0,5.0,15.0,17.0,12.33,15.67,16.67,11.0,11.5
Zinho Vanheusden,18091405.0,15.33,13.25,13.0,14.67,11.0,10.67,15.0,14.0
Edmond Tapsoba,13196616.0,13.67,14.12,14.0,13.33,10.5,12.83,16.0,13.5
Jadon Sancho,28108490.0,6.0,13.5,16.0,17.0,15.33,16.67,9.0,12.0
Odsonne Edouard,48036880.0,7.0,13.75,12.5,11.67,15.67,14.33,13.5,11.83
Pedro Porro,67268221.0,11.67,15.0,16.0,14.67,13.83,15.67,8.5,13.5
Ciprian Trandafir,2000189363.0,10.83,14.5,15.5,12.0,11.0,12.83,9.5,11.83
Andrew Sinclair,2000432933.0,11.67,14.38,14.0,14.0,12.17,14.0,9.0,12.92
Isaac Guerra,2000439269.0,14.33,14.12,13.0,12.17,10.17,12.67,10.5,14.25
Roberto Bonilla,2000569765.0,7.5,16.0,14.0,14.17,12.17,15.83,15.5,13.67
