Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Thibaut Courtois,18026122.0,14.4,12.1,11.1,11.8,13.0,11.2,11.9,12.4
Takehiro Tomiyasu,45095490.0,14.0,13.4,14.4,14.1,14.3,13.4,13.7,14.5
Boubacar Kamara,48043084.0,14.75,13.5,14.65,14.4,14.9,13.75,14.3,14.85
Éder Militão,19273276.0,13.8,13.3,14.6,13.8,13.8,13.4,13.7,14.2
Angeliño,28095342.0,14.4,14.4,13.2,14.4,14.4,14.7,14.3,14.3
Matías Zeiden,2000272732.0,15.75,15.5,13.15,15.8,16.05,16.4,16.5,14.65
Juan Martín Sancho,2000377686.0,13.7,13.8,11.1,14.1,13.9,15.1,15.3,12.6
Kylian Mbappé,85139014.0,14.9,15.3,11.1,14.6,14.1,17.1,17.1,12.6
Youri Tielemans,18077264.0,16.4,15.8,13.2,15.4,15.8,16.5,16.0,14.6
Raheem Sterling,28054109.0,14.8,15.5,13.1,15.5,15.0,16.0,16.0,14.1
Lê,2000410610.0,13.4,13.1,12.7,13.9,13.6,13.6,14.6,12.8
Vinícius Júnior,19302146.0,13.2,13.1,12.1,13.4,13.1,13.9,14.4,11.9
Francisco Mora,2000437769.0,10.7,9.5,10.75,10.85,11.55,9.6,10.35,11.05
Fabrice Mbassi,2000191910.0,15.05,14.05,13.7,14.5,15.15,13.75,14.55,14.8
Abderrahmane Sefrioui,2000433189.0,13.2,12.5,14.5,13.8,13.7,12.9,13.8,13.7
Boris Peters,2000506902.0,12.2,12.1,10.0,13.3,12.5,13.7,14.5,11.3
Zinho Vanheusden,18091405.0,13.9,13.0,13.4,13.1,13.5,12.4,12.4,13.7
Edmond Tapsoba,13196616.0,14.0,12.9,13.3,13.35,13.8,13.35,13.45,13.8
Jadon Sancho,28108490.0,14.55,14.35,10.2,13.85,14.15,16.2,16.3,12.2
Odsonne Edouard,48036880.0,12.2,12.1,11.2,12.4,12.2,13.1,13.1,11.5
Pedro Porro,67268221.0,13.7,14.5,12.9,14.5,14.1,15.0,15.4,13.6
Ciprian Trandafir,2000189363.0,13.2,12.5,12.75,13.7,13.7,13.1,13.0,13.4
Andrew Sinclair,2000432933.0,14.0,13.45,13.2,14.45,14.45,14.05,14.15,13.6
Isaac Guerra,2000439269.0,14.45,12.9,13.0,13.75,14.1,12.95,13.0,14.05
Roberto Bonilla,2000569765.0,13.2,12.55,12.75,14.4,14.0,13.65,15.15,13.45
