Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Thibaut Courtois,18026122.0,19.0,14.33,9.0,15.0,12.5,15.33,10.0,15.0,15.0,11.0,15.0,12.25,14.6,10.67,8.0,15.33,1.0,13.5,11.5,5.0,3.0
Takehiro Tomiyasu,45095490.0,14.0,14.33,13.0,13.5,13.5,14.33,12.33,14.0,13.5,12.5,14.0,14.25,14.2,13.67,15.25,14.33,12.0,13.5,14.0,10.33,15.0
Boubacar Kamara,48043084.0,14.0,15.67,14.0,14.5,13.5,13.5,12.83,14.5,14.5,13.0,14.25,14.25,14.1,14.67,15.75,15.33,10.0,15.0,15.5,9.67,15.0
Éder Militão,19273276.0,15.0,14.0,13.0,14.0,13.0,14.33,12.0,13.5,14.0,12.0,14.5,14.5,13.6,14.67,15.5,14.67,12.0,13.0,15.0,10.33,14.0
Angeliño,28095342.0,8.0,14.67,7.0,13.0,14.0,14.67,15.67,15.0,13.0,14.0,14.0,12.75,14.6,12.33,13.5,15.0,14.0,15.0,11.5,11.67,14.0
Matías Zeiden,2000272732.0,9.0,15.17,10.0,14.5,18.5,13.83,16.0,14.5,14.5,15.5,14.0,13.75,14.1,14.0,14.75,15.17,14.5,18.5,15.0,13.67,10.0
Juan Martín Sancho,2000377686.0,10.0,12.33,14.0,10.5,17.0,13.33,16.33,12.5,10.5,16.5,12.5,12.5,12.8,10.67,16.5,12.67,15.0,18.0,13.5,13.67,7.0
Kylian Mbappé,85139014.0,7.0,15.33,9.0,12.5,17.0,18.0,15.0,14.0,12.5,18.0,17.0,11.25,16.2,10.0,18.25,15.67,20.0,15.0,13.5,15.33,2.0
Youri Tielemans,18077264.0,7.0,16.67,10.0,15.5,17.0,16.0,16.33,15.0,15.5,15.5,15.5,13.5,16.2,14.33,13.0,15.67,15.0,18.0,12.0,14.33,12.0
Raheem Sterling,28054109.0,6.0,15.67,11.0,12.0,17.0,16.0,15.0,14.0,12.0,14.5,14.0,13.5,15.4,10.67,15.5,15.33,20.0,15.5,13.0,13.67,8.0
Lê,2000410610.0,13.0,12.5,16.0,11.75,16.0,13.17,13.33,12.0,11.75,16.5,13.5,13.5,12.5,11.5,16.88,12.83,14.0,15.0,15.5,14.67,6.0
Vinícius Júnior,19302146.0,7.0,13.17,9.0,10.75,14.5,14.5,14.0,13.0,10.75,17.0,13.0,15.5,13.7,8.83,15.62,13.5,15.0,14.5,12.5,13.33,3.0
Francisco Mora,2000437769.0,17.5,11.33,2.0,12.25,7.25,10.33,5.67,13.0,12.25,4.0,10.0,11.38,10.4,9.33,12.25,13.0,4.0,8.0,14.25,3.67,1.5
Fabrice Mbassi,2000191910.0,5.0,14.83,9.0,13.5,15.0,15.67,13.33,14.5,13.5,14.0,13.0,12.25,14.9,13.33,15.25,15.33,9.0,15.5,16.0,9.17,15.0
Abderrahmane Sefrioui,2000433189.0,12.0,13.33,9.0,12.5,15.5,10.33,10.67,15.0,12.5,12.0,12.5,14.75,11.8,13.0,16.75,14.0,13.0,12.5,17.0,9.33,14.0
Boris Peters,2000506902.0,13.0,10.0,9.0,10.5,16.5,14.33,12.67,11.5,10.5,17.0,12.5,11.0,12.0,9.0,16.25,12.0,16.0,15.0,13.0,14.33,3.0
Zinho Vanheusden,18091405.0,16.0,13.33,14.0,15.5,11.5,13.67,12.0,13.0,15.5,10.5,15.0,13.0,13.6,16.0,13.25,13.0,10.0,13.5,13.5,9.67,12.0
Edmond Tapsoba,13196616.0,17.0,13.33,15.0,15.0,13.0,13.33,12.17,14.5,15.0,12.75,14.5,13.0,13.4,14.33,14.12,14.0,9.5,14.0,13.0,8.67,14.0
Jadon Sancho,28108490.0,11.0,15.33,7.0,12.25,16.5,15.33,15.67,13.0,12.25,17.0,13.5,10.5,15.2,9.83,16.25,14.0,15.0,17.0,11.5,14.33,5.5
Odsonne Edouard,48036880.0,14.0,11.0,13.0,11.0,14.5,11.67,13.0,11.5,11.0,14.5,14.0,12.25,11.4,9.67,12.75,11.33,14.0,13.5,14.5,14.67,8.0
Pedro Porro,67268221.0,7.0,13.67,10.0,12.0,16.0,15.67,14.33,13.5,12.0,15.5,12.0,13.5,14.6,11.33,16.0,14.0,18.0,14.5,14.0,13.17,13.0
Ciprian Trandafir,2000189363.0,12.0,11.17,7.0,14.75,13.5,11.5,12.67,13.5,14.75,12.75,14.0,13.88,11.7,12.5,15.0,12.17,12.0,14.0,12.75,10.0,11.0
Andrew Sinclair,2000432933.0,9.5,13.67,8.5,13.25,15.5,14.0,13.83,13.5,13.25,14.0,12.25,15.12,13.8,12.33,14.38,13.67,14.0,15.5,13.75,12.17,12.0
Isaac Guerra,2000439269.0,12.0,13.5,9.0,13.75,14.25,13.33,13.33,14.5,13.75,13.25,13.5,12.12,13.2,13.83,13.5,14.5,8.5,15.5,13.0,12.83,15.0
Roberto Bonilla,2000569765.0,20.0,14.67,11.0,8.75,14.5,15.5,12.67,16.0,8.75,16.75,12.0,13.12,15.1,8.67,15.75,15.67,15.0,14.5,15.0,13.0,8.0
