Player,UID,AF,CF,DLF,F9,P,PF,TM
Thibaut Courtois,18026122.0,7.8,10.2,12.3,11.3,7.8,7.4,11.2
Takehiro Tomiyasu,45095490.0,13.6,13.1,13.6,13.1,13.6,13.8,13.0
Boubacar Kamara,48043084.0,14.0,13.7,14.5,13.65,14.0,13.8,13.8
Éder Militão,19273276.0,13.8,12.8,13.8,13.1,13.8,13.7,13.3
Angeliño,28095342.0,13.5,12.7,13.8,14.5,13.5,13.0,12.0
Matías Zeiden,2000272732.0,14.3,15.1,16.8,16.1,14.3,13.3,13.8
Juan Martín Sancho,2000377686.0,14.7,14.5,14.8,14.9,14.7,13.8,13.4
Kylian Mbappé,85139014.0,18.1,15.1,16.3,16.6,18.1,15.0,14.1
Youri Tielemans,18077264.0,13.9,15.1,16.1,15.8,13.9,13.3,13.3
Raheem Sterling,28054109.0,15.1,15.3,15.4,15.6,15.1,14.7,13.9
Lê,2000410610.0,15.2,14.25,14.05,13.95,15.2,14.35,14.05
Vinícius Júnior,19302146.0,15.0,13.15,13.45,14.05,15.0,14.35,12.25
Francisco Mora,2000437769.0,9.25,8.2,10.65,8.75,9.25,9.05,9.55
Fabrice Mbassi,2000191910.0,13.05,12.8,14.65,14.05,13.05,12.65,11.55
Abderrahmane Sefrioui,2000433189.0,13.6,12.2,13.8,12.7,13.6,13.7,12.9
Boris Peters,2000506902.0,15.9,13.2,13.8,13.6,15.9,13.8,13.1
Zinho Vanheusden,18091405.0,12.1,12.5,12.9,12.0,12.1,12.0,12.8
Edmond Tapsoba,13196616.0,12.85,12.35,13.55,12.75,12.85,12.35,12.75
Jadon Sancho,28108490.0,15.6,14.1,15.3,15.7,15.6,13.2,13.1
Odsonne Edouard,48036880.0,13.7,13.8,13.6,13.1,13.7,13.0,13.4
Pedro Porro,67268221.0,15.05,13.95,14.7,15.1,15.05,14.35,13.05
Ciprian Trandafir,2000189363.0,13.1,11.55,13.1,12.45,13.1,13.15,11.0
Andrew Sinclair,2000432933.0,13.4,13.4,14.25,13.7,13.4,14.0,12.3
Isaac Guerra,2000439269.0,12.45,12.05,13.2,12.45,12.45,12.0,11.8
Roberto Bonilla,2000569765.0,14.9,13.5,13.95,14.25,14.9,14.5,14.7
