Player,UID,DM,AM,BWM,HB,SV,RGA
Thibaut Courtois,18026122.0,10.7,10.5,10.5,11.1,11.0,13.2
Takehiro Tomiyasu,45095490.0,14.6,14.6,14.6,14.4,14.4,13.8
Boubacar Kamara,48043084.0,14.85,14.95,14.95,14.65,14.95,13.6
Éder Militão,19273276.0,14.6,14.5,14.5,14.6,14.5,13.5
Angeliño,28095342.0,13.5,13.5,13.5,13.2,13.8,14.1
Matías Zeiden,2000272732.0,13.55,13.05,13.05,13.15,14.75,15.2
Juan Martín Sancho,2000377686.0,11.6,11.3,11.3,11.1,12.6,13.8
Kylian Mbappé,85139014.0,11.3,10.9,10.9,11.1,12.2,15.7
Youri Tielemans,18077264.0,13.5,13.3,13.3,13.2,14.6,16.0
Raheem Sterling,28054109.0,12.9,12.9,12.9,13.1,13.4,15.7
Lê,2000410610.0,12.5,12.5,12.5,12.7,12.8,13.4
Vinícius Júnior,19302146.0,11.0,11.0,11.0,12.1,11.1,13.4
Francisco Mora,2000437769.0,10.8,10.2,10.2,10.75,9.75,9.6
Fabrice Mbassi,2000191910.0,14.8,14.3,14.3,13.7,14.4,14.45
Abderrahmane Sefrioui,2000433189.0,14.0,14.2,14.2,14.5,13.3,12.3
Boris Peters,2000506902.0,10.2,9.7,9.7,10.0,11.1,12.9
Zinho Vanheusden,18091405.0,14.1,14.1,14.1,13.4,14.2,13.6
Edmond Tapsoba,13196616.0,13.6,13.3,13.3,13.3,13.8,13.15
Jadon Sancho,28108490.0,10.3,10.1,10.1,10.2,11.8,14.65
Odsonne Edouard,48036880.0,11.1,10.8,10.8,11.2,11.5,12.0
Pedro Porro,67268221.0,13.0,12.7,12.7,12.9,13.1,14.8
Ciprian Trandafir,2000189363.0,12.7,12.4,12.4,12.75,13.1,12.5
Andrew Sinclair,2000432933.0,13.15,13.05,13.05,13.2,13.35,13.8
Isaac Guerra,2000439269.0,14.15,14.05,14.05,13.0,13.9,13.05
Roberto Bonilla,2000569765.0,12.8,13.2,13.2,12.75,12.25,13.4
