Player,UID,CD,BPD,NNCB,Lib
Thibaut Courtois,18026122.0,11.8,11.8,11.2,10.7
Takehiro Tomiyasu,45095490.0,13.9,13.9,13.9,13.9
Boubacar Kamara,48043084.0,14.65,14.55,14.35,14.25
Éder Militão,19273276.0,14.6,14.4,14.8,13.9
Angeliño,28095342.0,11.6,11.8,11.3,13.7
Matías Zeiden,2000272732.0,12.35,13.35,12.15,15.0
Juan Martín Sancho,2000377686.0,10.5,12.0,10.6,12.9
Kylian Mbappé,85139014.0,10.0,10.5,9.4,12.9
Youri Tielemans,18077264.0,12.1,12.9,12.0,15.3
Raheem Sterling,28054109.0,11.4,11.9,11.2,14.3
Lê,2000410610.0,12.4,12.7,12.4,12.6
Vinícius Júnior,19302146.0,9.9,9.8,10.1,11.3
Francisco Mora,2000437769.0,9.75,9.4,9.45,8.3
Fabrice Mbassi,2000191910.0,12.3,12.9,12.1,14.25
Abderrahmane Sefrioui,2000433189.0,13.6,12.8,13.5,13.2
Boris Peters,2000506902.0,9.0,10.1,9.0,10.8
Zinho Vanheusden,18091405.0,14.5,14.4,14.1,13.7
Edmond Tapsoba,13196616.0,13.7,14.0,13.8,13.15
Jadon Sancho,28108490.0,9.1,10.4,8.9,12.7
Odsonne Edouard,48036880.0,10.8,11.2,10.7,11.1
Pedro Porro,67268221.0,11.4,12.1,11.6,13.9
Ciprian Trandafir,2000189363.0,10.45,11.2,10.85,11.9
Andrew Sinclair,2000432933.0,11.1,11.85,11.55,13.25
Isaac Guerra,2000439269.0,12.9,13.0,12.2,13.4
Roberto Bonilla,2000569765.0,12.1,12.2,11.6,11.9
