Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Unai Goti,2000065885.0,4.0,8.25,8.5,3.33,3.0,3.17,7.0,10.83
Víctor Dieste,2000440740.0,12.0,10.25,9.5,8.0,5.33,7.33,10.0,13.5
Rafa Gálvez,67172424.0,12.33,6.88,4.75,8.83,9.0,8.17,14.5,12.75
Iván Bravo,67276128.0,12.67,11.25,13.0,7.67,5.67,8.33,11.5,11.83
Mikel Kortazar,67260193.0,2.33,10.25,14.5,10.0,8.67,8.67,6.5,9.58
Àlex Rico,67295759.0,10.5,10.5,9.0,11.67,7.5,11.0,5.75,12.75
Fran Manzanara,67211715.0,10.67,9.62,8.75,10.83,8.33,10.0,10.5,13.08
Omri Hemo,2000440760.0,5.67,12.0,13.0,11.33,9.33,12.0,8.25,12.5
Francisco Eduardo García,2000198830.0,0.0,12.12,13.5,9.5,12.67,15.17,7.0,5.75
Victor Pérez,2000572055.0,4.33,11.25,14.5,12.67,10.83,9.33,12.0,9.33
Ewan,67276233.0,0.67,8.5,12.5,10.33,12.33,13.0,11.5,11.17
Jorge Sangalli,2000202624.0,4.33,4.62,0.0,1.17,1.83,1.0,0.0,7.08
Gael Alonso,67294882.0,11.33,9.5,13.5,4.67,4.33,5.33,11.5,10.67
Alberto Cañizares,2000571806.0,6.83,11.12,8.5,11.5,9.67,11.67,9.0,10.58
Lorenzo,2000714638.0,0.0,9.62,12.75,8.0,13.0,12.67,7.25,7.92
Miguel Fernández,67263770.0,5.67,10.75,11.0,11.0,9.67,12.33,8.0,10.5
Alberto Pereira,2000683136.0,12.33,5.0,6.25,2.33,1.5,4.67,10.5,8.92
Francisco Tena,67211549.0,7.67,4.25,3.5,6.67,2.67,4.67,10.5,6.58
Álex Petxarromán,67246376.0,12.33,8.75,10.5,7.67,5.67,7.33,8.0,12.0
Juan Carlos Chasco,2000574123.0,3.0,5.5,11.0,8.0,2.67,7.33,6.0,2.83
Jordi Prats,2000202599.0,1.33,3.62,0.0,1.5,1.17,2.83,0.0,4.08
