Match,Player,UID
#GK,Unai Goti,2000065885
#GK,Jorge Sangalli,2000202624
#GK,Jordi Prats,2000202599
#DR,Víctor Dieste,2000440740
#DR,Álex Petxarromán,67246376
#DC,Víctor Dieste,2000440740
#DC,Rafa Gálvez,67172424
#DC,Iván Bravo,67276128
#DC,Gael Alonso,67294882
#DC,Alberto Pereira,2000683136
#DC,Francisco Tena,67211549
#DC,Álex Petxarromán,67246376
#DL,Iván Bravo,67276128
#DL,Mikel Kortazar,67260193
#DL,Alberto Pereira,2000683136
#DM,Víctor Dieste,2000440740
#DM,Rafa Gálvez,67172424
#DM,Àlex Rico,67295759
#DM,Fran Manzanara,67211715
#DM,Alberto Cañizares,2000571806
#DM,Francisco Tena,67211549
#WBL,Iván Bravo,67276128
#WBL,Mikel Kortazar,67260193
#MR,Omri Hemo,2000440760
#MR,Francisco Eduardo García,2000198830
#MR,Miguel Fernández,67263770
#MR,Juan Carlos Chasco,2000574123
#MC,Àlex Rico,67295759
#MC,Fran Manzanara,67211715
#MC,Omri Hemo,2000440760
#MC,Alberto Cañizares,2000571806
#MC,Miguel Fernández,67263770
#MC,Francisco Tena,67211549
#MC,Juan Carlos Chasco,2000574123
#ML,Mikel Kortazar,67260193
#ML,Victor Pérez,2000572055
#AMR,Francisco Eduardo García,2000198830
#AMR,Victor Pérez,2000572055
#AMR,Alberto Cañizares,2000571806
#AMR,Miguel Fernández,67263770
#AMR,Juan Carlos Chasco,2000574123
#AMC,Omri Hemo,2000440760
#AMC,Alberto Cañizares,2000571806
#AMC,Lorenzo,2000714638
#AML,Mikel Kortazar,67260193
#AML,Victor Pérez,2000572055
#AML,Miguel Fernández,67263770
#STC,Francisco Eduardo García,2000198830
#STC,Victor Pérez,2000572055
#STC,Ewan,67276233
#STC,Lorenzo,2000714638
