Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Unai Goti,2000065885.0,6.35,6.35,6.35,6.35,5.2,5.2,6.35,6.35,5.5,5.5
Víctor Dieste,2000440740.0,9.2,9.2,9.2,9.2,9.15,9.15,8.4,8.4,9.29,9.29
Rafa Gálvez,67172424.0,9.55,9.55,9.55,9.55,7.1,7.1,8.65,8.65,8.33,8.33
Iván Bravo,67276128.0,8.6,8.6,8.6,8.6,9.6,9.6,7.8,7.8,9.92,9.92
Mikel Kortazar,67260193.0,9.3,9.3,9.3,9.3,10.4,10.4,9.3,9.3,9.75,9.75
Àlex Rico,67295759.0,11.55,11.55,11.55,11.55,9.8,9.8,10.8,10.8,9.12,9.12
Fran Manzanara,67211715.0,10.9,10.9,10.9,10.9,9.3,9.3,10.1,10.1,9.5,9.5
Omri Hemo,2000440760.0,11.9,11.9,11.9,11.9,12.1,12.1,11.6,11.6,11.46,11.46
Francisco Eduardo García,2000198830.0,9.95,9.95,9.95,9.95,12.05,12.05,10.7,10.7,11.21,11.21
Victor Pérez,2000572055.0,9.85,9.85,9.85,9.85,10.9,10.9,9.55,9.55,11.08,11.08
Ewan,67276233.0,11.9,11.9,11.9,11.9,10.3,10.3,12.5,12.5,10.5,10.5
Jorge Sangalli,2000202624.0,2.65,2.65,2.65,2.65,0.7,0.7,2.65,2.65,0.58,0.58
Gael Alonso,67294882.0,6.8,6.8,6.8,6.8,7.4,7.4,6.8,6.8,8.08,8.08
Alberto Cañizares,2000571806.0,11.75,11.75,11.75,11.75,9.7,9.7,11.75,11.75,9.58,9.58
Lorenzo,2000714638.0,10.4,10.4,10.4,10.4,10.55,10.55,11.75,11.75,10.0,10.0
Miguel Fernández,67263770.0,11.9,11.9,11.9,11.9,10.8,10.8,11.9,11.9,10.33,10.33
Alberto Pereira,2000683136.0,6.9,6.9,6.9,6.9,4.1,4.1,6.9,6.9,5.17,5.17
Francisco Tena,67211549.0,4.8,4.8,4.8,4.8,5.95,5.95,4.5,4.5,6.71,6.71
Álex Petxarromán,67246376.0,8.2,8.2,8.2,8.2,7.5,7.5,7.4,7.4,7.58,7.58
Juan Carlos Chasco,2000574123.0,6.9,6.9,6.9,6.9,6.7,6.7,7.1,7.1,6.58,6.58
Jordi Prats,2000202599.0,2.4,2.4,2.4,2.4,0.4,0.4,2.4,2.4,0.33,0.33
