Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Unai Goti,2000065885.0,14.0,5.33,0.0,9.5,4.75,8.67,5.67,11.0,9.5,3.5,8.0,11.75,6.4,6.33,8.5,10.67,2.0,8.5,9.5,2.33,0.0
Víctor Dieste,2000440740.0,11.0,11.5,9.0,11.0,7.5,9.67,7.33,15.75,11.0,6.5,12.0,13.62,10.9,10.67,9.25,13.5,4.0,8.0,9.5,3.0,16.0
Rafa Gálvez,67172424.0,14.0,13.5,15.0,12.25,10.5,8.33,6.83,13.25,12.25,5.0,12.25,12.38,11.0,12.17,5.0,12.33,9.5,7.5,7.75,7.0,13.0
Iván Bravo,67276128.0,12.0,11.33,11.0,12.0,8.5,8.0,8.33,10.5,12.0,6.5,12.0,12.0,9.2,12.33,11.5,11.0,5.0,7.5,11.5,3.0,13.0
Mikel Kortazar,67260193.0,6.0,7.0,7.0,4.0,9.5,8.33,11.0,6.5,4.0,7.0,7.0,13.38,7.4,2.67,13.25,7.33,12.0,11.0,10.0,7.0,7.0
Àlex Rico,67295759.0,6.0,12.83,5.5,10.5,11.25,13.33,8.5,12.5,10.5,11.0,10.0,12.5,12.8,10.0,10.38,13.17,8.5,11.0,9.0,9.33,10.5
Fran Manzanara,67211715.0,10.0,13.83,11.0,11.25,10.75,10.67,9.17,13.25,11.25,9.0,12.25,12.38,12.0,10.83,8.75,13.33,8.5,11.0,9.25,7.33,12.0
Omri Hemo,2000440760.0,13.0,12.33,3.5,8.5,12.5,14.33,9.33,14.0,8.5,13.0,8.5,13.25,13.4,7.33,12.75,13.67,11.0,11.5,10.5,10.67,5.0
Francisco Eduardo García,2000198830.0,5.5,3.33,8.5,5.75,14.5,8.33,9.5,7.0,5.75,16.5,5.75,8.62,7.0,3.83,15.38,4.67,14.5,12.0,10.75,12.0,0.0
Victor Pérez,2000572055.0,12.0,11.0,12.0,8.75,9.5,10.5,11.17,7.75,8.75,9.75,8.75,10.75,10.5,6.83,14.0,9.17,11.0,11.75,11.25,9.33,5.0
Ewan,67276233.0,12.0,9.0,11.0,5.5,14.0,14.67,10.33,11.0,5.5,13.5,8.0,11.25,11.4,3.67,10.5,12.0,13.0,13.0,8.0,13.0,2.0
Jorge Sangalli,2000202624.0,0.0,3.17,0.0,9.25,1.5,6.67,1.17,5.25,9.25,0.0,8.0,3.0,4.0,6.17,4.62,6.67,0.0,1.75,3.5,0.0,0.0
Gael Alonso,67294882.0,9.0,8.0,14.0,8.5,5.5,9.33,6.0,10.5,8.5,5.0,7.0,10.5,8.0,9.0,11.75,11.0,3.0,6.0,10.0,4.17,13.0
Alberto Cañizares,2000571806.0,13.5,8.17,4.5,10.25,14.75,12.17,11.17,12.5,10.25,10.5,8.75,12.12,10.7,9.0,9.75,10.83,8.5,14.5,10.75,12.17,5.5
Lorenzo,2000714638.0,8.0,1.83,6.5,5.5,12.25,9.17,10.83,9.5,5.5,15.0,5.5,12.5,6.6,3.67,10.88,6.33,11.5,13.25,7.75,13.83,0.0
Miguel Fernández,67263770.0,8.0,8.67,8.0,8.0,14.0,11.67,12.33,10.0,8.0,12.5,7.5,12.75,10.2,7.33,10.5,10.0,10.0,14.0,10.5,12.33,5.0
Alberto Pereira,2000683136.0,16.5,4.83,4.5,7.25,7.0,8.33,5.83,10.75,7.25,5.25,9.5,6.25,6.1,9.33,3.12,10.17,0.0,8.75,3.25,3.5,13.5
Francisco Tena,67211549.0,13.5,5.67,7.5,6.25,5.5,2.5,5.67,5.25,6.25,5.25,0.0,12.88,4.9,4.17,4.25,3.5,4.5,6.75,4.5,7.17,10.5
Álex Petxarromán,67246376.0,8.0,10.33,8.0,11.5,7.5,9.67,7.33,11.5,11.5,7.0,11.5,11.0,9.6,12.33,10.25,11.67,4.0,8.5,8.5,3.17,13.0
Juan Carlos Chasco,2000574123.0,9.0,3.0,3.0,3.0,11.0,1.67,11.0,1.5,3.0,5.5,0.0,9.25,2.8,2.0,5.5,1.0,0.0,12.0,3.0,9.0,3.0
Jordi Prats,2000202599.0,0.0,1.83,0.0,3.75,4.25,3.67,1.5,2.75,3.75,0.0,5.25,1.62,2.2,2.5,3.62,3.67,0.0,2.25,2.0,0.0,0.0
