Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Unai Goti,2000065885.0,10.0,6.0,7.0,8.0,14.0,2.5,0.0,7.0,8.0,12.0,9.0,0.0,0.0,0.0,2.0,10.0,7.0,10.0,16.0,0.0,0.0,0.0,0.0,15.0,16.0,11.0,8.0,8.0,0.0,0.0,6.0,0.0,8.0,13.0,0.0,0.0,14.0,9.0,7.0,5.0,14.0,11.0,10.0,12.0,15.0,4.0,11.0,25.0
Víctor Dieste,2000440740.0,8.0,11.0,11.0,14.0,11.0,9.0,7.0,12.0,11.0,10.0,12.0,5.0,6.0,0.0,4.0,10.0,6.0,9.0,14.0,3.0,6.0,16.0,9.0,12.0,17.5,7.0,12.0,11.0,10.0,8.0,17.5,6.0,12.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Rafa Gálvez,67172424.0,3.5,5.5,6.0,11.5,14.0,14.5,3.5,12.5,6.5,12.0,12.0,8.0,7.0,5.0,9.5,8.5,6.5,10.5,10.5,9.5,4.0,13.0,15.0,10.5,10.0,5.0,10.5,17.5,12.0,14.0,16.0,5.5,13.5,14.5,12.5,6.5,4.0,2.0,2.5,2.0,1.5,2.0,1.5,2.5,2.0,3.0,5.5,35.0
Iván Bravo,67276128.0,12.0,11.0,14.0,8.0,12.0,12.0,8.0,12.0,11.0,12.0,12.0,5.0,6.0,0.0,5.0,10.0,5.0,12.0,7.0,4.0,5.0,13.0,11.0,14.0,10.0,9.0,14.0,16.0,13.0,8.0,14.0,10.0,7.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Mikel Kortazar,67260193.0,16.0,12.0,13.0,9.0,6.0,12.0,7.0,8.0,9.0,0.0,6.0,9.0,5.0,6.0,12.0,15.0,7.0,9.0,7.0,8.0,9.0,7.0,7.0,15.0,11.0,12.0,8.0,18.5,0.0,6.0,6.0,11.0,10.0,10.0,8.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Àlex Rico,67295759.0,9.5,12.5,8.5,11.5,6.0,11.0,10.5,9.0,11.5,12.0,11.0,9.0,10.0,5.0,8.5,10.5,11.5,14.5,13.5,11.5,12.0,10.5,5.5,12.5,11.0,11.0,7.0,15.0,9.0,12.5,11.5,3.5,9.5,12.5,4.0,11.5,2.0,2.5,1.5,4.0,1.0,4.5,2.5,3.0,3.0,2.5,2.5,26.0
Fran Manzanara,67211715.0,8.5,10.5,9.0,12.5,10.0,12.0,8.5,12.5,9.5,10.0,12.0,8.0,9.0,4.0,8.5,12.5,9.5,13.5,10.5,8.5,8.0,12.0,11.0,10.5,11.0,7.0,11.5,15.5,10.0,12.0,16.0,5.5,11.5,11.5,8.5,10.5,4.0,2.0,2.5,2.0,2.5,2.0,2.0,3.0,2.0,4.0,3.5,32.0
Omri Hemo,2000440760.0,14.0,14.0,12.0,14.0,13.0,10.0,11.0,10.0,13.0,7.0,7.0,10.0,9.0,7.0,11.0,8.0,15.0,13.0,14.0,10.0,16.0,5.0,3.5,12.0,16.0,11.0,10.0,11.0,5.0,10.0,14.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Francisco Eduardo García,2000198830.0,12.5,17.5,14.5,9.5,5.5,12.5,16.5,11.5,9.5,0.0,0.0,0.0,0.0,12.0,14.5,7.5,16.5,0.0,8.5,7.5,16.5,0.0,8.5,4.5,8.0,17.0,4.5,12.5,0.0,4.5,5.5,4.5,0.0,9.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Victor Pérez,2000572055.0,14.0,15.0,15.0,8.5,12.0,8.5,9.0,12.5,7.5,5.0,5.0,9.0,6.0,9.0,11.0,13.0,10.5,12.0,6.5,8.5,13.0,5.0,12.0,11.0,7.0,12.0,10.5,16.5,3.0,12.0,9.0,10.0,8.0,14.0,8.5,5.0,3.0,2.0,3.0,2.5,4.0,2.5,2.0,1.5,1.5,3.0,3.0,20.0
Ewan,67276233.0,15.0,8.0,10.0,10.0,12.0,12.0,11.0,11.0,10.0,0.0,5.0,9.0,0.0,13.0,13.0,10.0,16.0,14.0,16.0,10.0,14.0,2.0,11.0,9.0,8.0,9.0,7.0,18.0,0.0,7.0,6.0,5.0,12.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Jorge Sangalli,2000202624.0,0.0,11.5,0.0,0.0,0.0,3.0,0.0,5.5,0.0,13.0,10.5,0.0,0.0,0.0,0.0,3.5,0.0,9.5,10.5,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.5,13.5,8.5,6.5,5.5,10.5,17.5,9.5,10.0,8.5,4.5,23.0
Gael Alonso,67294882.0,15.0,11.0,12.0,6.0,9.0,6.0,5.0,6.0,7.0,11.0,8.0,2.0,2.0,4.0,3.0,7.0,5.0,12.0,13.0,3.5,3.0,13.0,14.0,13.0,10.0,9.0,11.0,13.0,10.0,4.0,8.0,6.0,8.0,13.0,9.0,2.5,2.5,3.0,4.0,2.0,3.0,2.0,3.0,1.5,3.0,2.0,3.5,26.0
