Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Unai Goti,2000065885.0,8.4,6.85,9.2,8.15,7.95,6.05,6.45,8.15
Víctor Dieste,2000440740.0,10.45,8.8,13.1,10.45,10.85,8.9,8.5,12.25
Rafa Gálvez,67172424.0,10.9,10.35,11.25,10.6,11.05,9.75,8.8,11.5
Iván Bravo,67276128.0,9.7,9.3,12.0,9.6,9.9,9.2,8.7,11.1
Mikel Kortazar,67260193.0,7.1,8.5,8.0,8.6,8.0,9.9,9.9,8.0
Àlex Rico,67295759.0,11.75,10.85,11.3,11.6,12.0,10.7,11.6,11.75
Fran Manzanara,67211715.0,11.8,10.6,11.85,11.45,11.8,10.7,10.45,12.05
Omri Hemo,2000440760.0,11.3,10.0,11.1,11.9,11.8,11.0,11.7,10.5
Francisco Eduardo García,2000198830.0,7.05,6.85,4.15,8.4,7.4,9.75,11.5,5.3
Victor Pérez,2000572055.0,9.6,9.35,8.05,9.15,9.25,11.1,10.95,8.0
Ewan,67276233.0,10.1,9.8,7.1,10.7,10.1,11.2,11.6,8.5
Jorge Sangalli,2000202624.0,5.25,5.0,4.5,3.95,3.95,4.35,4.5,5.0
Gael Alonso,67294882.0,7.9,7.5,9.9,7.8,7.9,7.3,7.5,9.1
Alberto Cañizares,2000571806.0,11.15,10.25,9.05,12.05,12.05,11.0,11.15,10.75
Lorenzo,2000714638.0,7.6,7.15,6.2,9.0,8.15,9.0,9.7,6.2
Miguel Fernández,67263770.0,10.4,10.2,9.1,11.4,11.3,11.0,11.1,9.8
Alberto Pereira,2000683136.0,8.75,7.05,8.9,8.45,8.45,5.05,4.6,10.2
Francisco Tena,67211549.0,5.05,4.4,7.55,6.15,6.35,3.5,4.1,6.0
Álex Petxarromán,67246376.0,10.0,8.6,9.8,8.8,9.2,9.1,8.8,10.0
Juan Carlos Chasco,2000574123.0,5.0,5.6,5.7,7.2,7.8,5.0,4.1,6.4
Jordi Prats,2000202599.0,3.0,3.5,2.3,2.8,2.8,3.8,3.85,3.5
