Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Unai Goti,2000065885,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Víctor Dieste,2000440740,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Rafa Gálvez,67172424,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Iván Bravo,67276128,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Mikel Kortazar,67260193,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Àlex Rico,67295759,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Fran Manzanara,67211715,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Omri Hemo,2000440760,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Francisco Eduardo García,2000198830,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Victor Pérez,2000572055,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Ewan,67276233,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jorge Sangalli,2000202624,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gael Alonso,67294882,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alberto Cañizares,2000571806,0,0,0,0,0,1,0,0,1,0,1,1,0,0
Lorenzo,2000714638,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Miguel Fernández,67263770,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Alberto Pereira,2000683136,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Francisco Tena,67211549,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Álex Petxarromán,67246376,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Juan Carlos Chasco,2000574123,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Jordi Prats,2000202599,1,0,0,0,0,0,0,0,0,0,0,0,0,0
