Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Josema,2000438803.0,4.35,4.35,4.35,4.35,3.65,3.65,4.35,4.35,4.17,4.17
Atakan Karazor,92074021.0,10.9,10.9,10.9,10.9,9.15,9.15,10.1,10.1,9.88,9.88
Mikel Bengoetxea,2000510871.0,11.0,11.0,11.0,11.0,11.3,11.3,9.8,9.8,11.67,11.67
Diego,2000574102.0,9.7,9.7,9.7,9.7,7.9,7.9,9.15,9.15,8.42,8.42
Álex Lillo,2000438804.0,12.2,12.2,12.2,12.2,9.7,9.7,11.6,11.6,9.67,9.67
Iñaki Díez,2000438806.0,11.7,11.7,11.7,11.7,13.65,13.65,11.2,11.2,12.71,12.71
Antxón Arregi,2000570451.0,12.45,12.45,12.45,12.45,11.3,11.3,12.15,12.15,11.33,11.33
Javier Zubizarreta,2000570450.0,11.3,11.3,11.3,11.3,12.8,12.8,11.15,11.15,11.54,11.54
Víctor Sarriegi,2000570454.0,12.1,12.1,12.1,12.1,12.05,12.05,11.6,11.6,11.92,11.92
Noel López,2000053498.0,10.9,10.9,10.9,10.9,11.1,11.1,11.6,11.6,11.67,11.67
Peio Arana,2000438809.0,12.2,12.2,12.2,12.2,12.2,12.2,11.9,11.9,11.67,11.67
Iñigo Llorente,2000510870.0,9.55,9.55,9.55,9.55,9.05,9.05,9.55,9.55,8.29,8.29
Lander Goñi,2000510872.0,12.25,12.25,12.25,12.25,9.8,9.8,11.7,11.7,9.54,9.54
Asier Galán,2000510874.0,8.0,8.0,8.0,8.0,11.7,11.7,8.5,8.5,10.75,10.75
Adrián Iglesias,2000510876.0,9.25,9.25,9.25,9.25,9.25,9.25,8.6,8.6,9.17,9.17
Iosu Pérez,2000510877.0,9.9,9.9,9.9,9.9,9.85,9.85,9.15,9.15,9.46,9.46
Ignacio Amorrortu,2000629736.0,8.2,8.2,8.2,8.2,11.05,11.05,9.1,9.1,11.12,11.12
Gorka Santamaría,2000629739.0,11.2,11.2,11.2,11.2,11.7,11.7,11.5,11.5,11.75,11.75
Marcos Goñi,2000629740.0,10.9,10.9,10.9,10.9,11.2,11.2,10.3,10.3,10.75,10.75
