Player,UID,CD,BPD,NNCB,Lib
Josema,2000438803.0,5.1,5.75,5.65,3.65
Atakan Karazor,92074021.0,12.75,12.5,11.9,11.8
Mikel Bengoetxea,2000510871.0,13.8,12.6,13.0,11.3
Diego,2000574102.0,12.05,10.9,12.45,9.45
Álex Lillo,2000438804.0,9.1,10.3,9.6,11.2
Iñaki Díez,2000438806.0,7.7,8.05,6.8,8.8
Antxón Arregi,2000570451.0,4.7,5.4,4.5,7.15
Javier Zubizarreta,2000570450.0,6.95,6.95,6.6,7.85
Víctor Sarriegi,2000570454.0,8.9,9.3,7.9,9.35
Noel López,2000053498.0,6.7,7.6,6.9,7.2
Peio Arana,2000438809.0,9.8,9.9,9.3,10.9
Iñigo Llorente,2000510870.0,8.45,8.2,7.85,7.55
Lander Goñi,2000510872.0,7.55,8.4,8.1,9.7
Asier Galán,2000510874.0,3.65,3.95,4.15,4.0
Adrián Iglesias,2000510876.0,2.8,5.0,3.45,5.35
Iosu Pérez,2000510877.0,10.95,9.8,11.05,8.95
Ignacio Amorrortu,2000629736.0,5.5,5.7,4.9,5.1
Gorka Santamaría,2000629739.0,8.2,9.0,7.7,8.8
Marcos Goñi,2000629740.0,4.8,3.55,4.9,5.4
