Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Josema,2000438803.0,13.5,3.83,0.0,5.5,3.75,6.17,1.5,3.5,5.5,0.0,8.5,6.0,3.7,3.67,7.5,6.17,0.0,2.25,7.5,0.0,0.0
Atakan Karazor,92074021.0,15.0,14.83,12.0,15.25,12.0,10.67,10.67,14.75,15.25,9.0,15.25,10.75,12.5,13.83,9.0,14.5,7.0,12.0,10.0,7.0,12.0
Mikel Bengoetxea,2000510871.0,14.0,14.33,13.0,11.5,8.5,9.33,5.67,15.0,11.5,8.0,13.0,14.5,11.8,12.0,13.75,14.0,8.0,8.5,14.0,4.67,16.0
Diego,2000574102.0,16.5,10.17,5.5,11.75,8.25,10.83,6.0,15.5,11.75,6.25,11.25,12.62,10.3,11.33,8.5,14.17,3.5,9.0,9.75,4.67,9.5
Álex Lillo,2000438804.0,14.0,13.33,5.0,10.5,14.5,10.33,11.67,13.5,10.5,8.5,8.5,12.25,12.0,9.0,11.0,12.67,9.0,14.5,12.5,10.67,8.0
Iñaki Díez,2000438806.0,10.0,12.33,6.0,7.25,13.0,10.5,13.0,12.75,7.25,12.0,6.75,11.5,11.7,5.67,13.5,11.83,14.0,11.75,9.75,6.5,4.5
Antxón Arregi,2000570451.0,13.0,6.33,10.0,6.0,14.75,10.33,10.83,10.5,6.0,16.25,6.0,9.5,10.0,4.0,11.75,7.0,18.0,14.25,10.0,12.5,0.0
Javier Zubizarreta,2000570450.0,3.5,9.83,7.0,6.25,11.0,9.17,12.33,12.75,6.25,10.5,10.0,12.75,9.9,4.17,14.62,11.0,9.5,12.75,11.5,6.83,7.0
Víctor Sarriegi,2000570454.0,12.0,14.5,10.5,9.0,13.0,14.0,10.83,15.0,9.0,12.0,12.5,9.5,14.2,6.0,13.0,14.83,13.5,11.5,13.0,7.83,7.5
Noel López,2000053498.0,17.0,8.33,12.0,6.0,10.5,13.67,8.67,9.5,6.0,13.0,10.0,6.25,10.6,4.0,12.5,10.67,14.0,10.0,8.0,11.0,2.0
Peio Arana,2000438809.0,13.0,11.0,5.0,9.5,15.5,11.0,12.67,13.0,9.5,13.5,11.5,11.5,11.4,10.0,12.75,11.67,9.0,13.5,10.5,12.0,6.0
Iñigo Llorente,2000510870.0,5.5,7.67,3.5,9.75,11.25,8.0,7.33,15.0,9.75,10.5,8.25,11.38,7.7,9.67,13.0,12.83,0.0,11.0,10.25,7.33,6.5
Lander Goñi,2000510872.0,9.5,11.5,7.0,4.25,15.0,11.83,10.5,11.25,4.25,10.5,7.0,12.75,11.9,2.83,11.12,11.0,10.5,13.0,11.0,11.17,12.0
Asier Galán,2000510874.0,6.5,3.67,5.5,5.75,9.0,3.83,8.17,5.75,5.75,10.75,5.75,9.0,4.5,3.83,16.38,3.83,10.0,8.5,12.0,6.83,0.0
Adrián Iglesias,2000510876.0,13.0,3.17,4.5,3.75,13.5,3.83,10.5,1.75,3.75,13.0,3.75,6.62,4.2,2.5,7.0,1.17,9.5,10.0,5.25,6.17,0.0
Iosu Pérez,2000510877.0,10.5,10.17,4.5,10.25,7.25,10.5,5.67,12.5,10.25,5.75,8.75,13.12,10.1,9.67,12.38,12.17,3.5,8.5,14.5,6.0,8.5
Ignacio Amorrortu,2000629736.0,12.0,7.0,11.0,7.0,12.0,5.33,5.83,10.5,7.0,9.5,7.0,9.5,7.4,4.67,13.0,7.0,15.0,7.0,12.0,8.17,0.0
Gorka Santamaría,2000629739.0,15.0,9.33,9.0,9.5,11.5,9.67,11.0,11.5,9.5,13.0,10.0,9.75,9.6,8.0,12.5,10.67,12.0,11.0,7.5,8.67,5.0
Marcos Goñi,2000629740.0,13.0,8.33,4.0,5.0,8.5,9.67,8.0,13.0,5.0,12.0,5.0,14.38,10.8,3.33,12.5,8.67,13.0,10.5,9.75,10.0,0.0
