Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Josema,2000438803.0,4.35,4.35,5.6,4.7,4.7,4.45,4.45,5.65
Atakan Karazor,92074021.0,13.4,11.5,11.75,11.85,12.45,11.85,10.8,12.45
Mikel Bengoetxea,2000510871.0,11.5,9.5,14.0,11.9,12.3,9.6,10.8,13.4
Diego,2000574102.0,11.15,9.2,13.45,11.55,11.75,8.15,8.6,12.65
Álex Lillo,2000438804.0,12.2,11.8,10.5,12.4,13.1,12.0,12.4,11.7
Iñaki Díez,2000438806.0,9.65,10.45,8.9,11.55,11.1,12.05,11.85,9.95
Antxón Arregi,2000570451.0,9.2,9.05,5.1,10.25,9.75,11.85,12.95,6.7
Javier Zubizarreta,2000570450.0,9.5,9.45,9.45,10.65,10.5,11.1,11.6,10.3
Víctor Sarriegi,2000570454.0,11.55,10.9,8.8,11.15,11.05,13.35,13.2,10.2
Noel López,2000053498.0,9.0,8.9,6.6,9.5,8.7,10.7,11.2,7.9
Peio Arana,2000438809.0,12.2,11.6,10.6,12.3,12.5,11.6,11.7,11.6
Iñigo Llorente,2000510870.0,9.9,7.5,10.35,11.1,11.1,8.05,9.25,11.35
Lander Goñi,2000510872.0,10.25,10.5,9.35,10.7,11.25,11.75,12.25,10.05
Asier Galán,2000510874.0,5.2,5.15,6.0,7.1,6.45,8.0,8.85,5.25
Adrián Iglesias,2000510876.0,5.3,6.85,3.9,6.95,6.95,7.6,7.05,4.75
Iosu Pérez,2000510877.0,10.05,8.6,13.35,11.35,11.75,7.75,9.25,12.25
Ignacio Amorrortu,2000629736.0,6.1,5.95,5.6,8.1,7.1,8.65,9.5,5.9
Gorka Santamaría,2000629739.0,9.8,10.0,8.2,10.8,10.3,11.2,11.3,9.9
Marcos Goñi,2000629740.0,8.4,7.3,6.9,9.2,9.4,9.9,11.3,6.7
