Player,UID,AMC,AP,T,SS,AM,EG
Josema,2000438803.0,4.15,3.2,4.15,4.35,4.35,3.25
Atakan Karazor,92074021.0,11.75,11.15,11.75,10.1,10.9,9.8
Mikel Bengoetxea,2000510871.0,12.2,11.3,12.2,9.8,11.0,10.7
Diego,2000574102.0,10.85,9.85,10.85,9.15,9.7,8.1
Álex Lillo,2000438804.0,12.5,12.5,12.5,11.6,12.2,11.9
Iñaki Díez,2000438806.0,11.4,12.4,11.4,11.2,11.7,12.2
Antxón Arregi,2000570451.0,11.55,13.15,11.55,12.15,12.45,13.75
Javier Zubizarreta,2000570450.0,11.45,11.55,11.45,11.15,11.3,11.9
Víctor Sarriegi,2000570454.0,11.65,12.35,11.65,11.6,12.1,11.95
Noel López,2000053498.0,9.6,10.3,9.6,11.6,10.9,10.7
Peio Arana,2000438809.0,12.9,12.7,12.9,11.9,12.2,12.3
Iñigo Llorente,2000510870.0,9.95,9.2,9.95,9.55,9.55,8.3
Lander Goñi,2000510872.0,11.8,12.3,11.8,11.7,12.25,11.95
Asier Galán,2000510874.0,7.45,8.2,7.45,8.5,8.0,9.8
Adrián Iglesias,2000510876.0,7.9,8.7,7.9,8.6,9.25,9.7
Iosu Pérez,2000510877.0,10.65,10.15,10.65,9.15,9.9,9.75
Ignacio Amorrortu,2000629736.0,8.6,9.7,8.6,9.1,8.2,10.2
Gorka Santamaría,2000629739.0,10.7,10.8,10.7,11.5,11.2,10.9
Marcos Goñi,2000629740.0,10.7,12.0,10.7,10.3,10.9,12.1
