Player,UID,AF,CF,DLF,F9,P,PF,TM
Josema,2000438803.0,4.9,4.4,5.3,3.8,4.9,5.35,5.2
Atakan Karazor,92074021.0,9.75,10.8,12.15,10.7,9.75,10.05,11.65
Mikel Bengoetxea,2000510871.0,11.1,10.1,11.0,9.4,11.1,12.0,11.4
Diego,2000574102.0,7.75,7.55,9.25,7.75,7.75,10.1,8.75
Álex Lillo,2000438804.0,10.1,11.6,13.2,12.3,10.1,11.2,12.1
Iñaki Díez,2000438806.0,11.65,10.55,11.05,12.0,11.65,11.7,11.1
Antxón Arregi,2000570451.0,11.4,11.05,11.85,11.75,11.4,8.8,10.0
Javier Zubizarreta,2000570450.0,12.15,9.45,11.1,11.6,12.15,11.0,10.15
Víctor Sarriegi,2000570454.0,12.65,11.8,13.65,12.8,12.65,11.3,12.85
Noel López,2000053498.0,12.8,10.2,10.3,10.4,12.8,10.8,10.8
Peio Arana,2000438809.0,11.2,10.6,11.4,11.6,11.2,11.2,10.2
Iñigo Llorente,2000510870.0,9.35,6.85,8.65,7.8,9.35,9.55,7.4
Lander Goñi,2000510872.0,10.25,11.8,12.45,11.85,10.25,10.8,10.7
Asier Galán,2000510874.0,12.1,7.4,7.95,7.9,12.1,10.5,8.0
Adrián Iglesias,2000510876.0,7.2,8.3,7.5,8.2,7.2,7.95,6.25
Iosu Pérez,2000510877.0,9.2,8.05,9.5,8.1,9.2,10.7,8.7
Ignacio Amorrortu,2000629736.0,11.4,9.3,9.4,8.55,11.4,10.4,11.6
Gorka Santamaría,2000629739.0,12.0,10.0,10.1,10.9,12.0,10.6,10.7
Marcos Goñi,2000629740.0,10.6,8.65,9.95,10.0,10.6,9.35,8.25
