Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Josema,2000438803.0,13.0,5.38,8.0,5.58,8.75,8.5,13.5,12.5
Atakan Karazor,92074021.0,2.5,9.75,9.0,13.42,3.5,2.0,3.0,4.0
Mikel Bengoetxea,2000510871.0,0.0,14.25,13.0,14.5,0.0,0.0,0.0,0.0
Diego,2000574102.0,0.0,10.88,8.0,12.58,0.0,0.0,0.0,0.0
Álex Lillo,2000438804.0,0.0,10.75,10.5,10.83,0.0,0.0,0.0,0.0
Iñaki Díez,2000438806.0,1.5,10.88,15.25,10.75,3.75,1.0,4.0,2.75
Antxón Arregi,2000570451.0,0.0,12.0,9.5,7.33,0.0,0.0,0.0,0.0
Javier Zubizarreta,2000570450.0,0.0,12.25,15.25,11.75,0.0,0.0,0.0,0.0
Víctor Sarriegi,2000570454.0,0.0,11.75,13.0,12.58,0.0,0.0,0.0,0.0
Noel López,2000053498.0,0.0,10.5,13.5,8.17,0.0,0.0,0.0,0.0
Peio Arana,2000438809.0,0.0,12.0,13.5,12.0,0.0,0.0,0.0,0.0
Iñigo Llorente,2000510870.0,0.0,12.38,13.0,11.42,0.0,0.0,0.0,0.0
Lander Goñi,2000510872.0,0.0,10.5,11.75,10.92,0.0,0.0,0.0,0.0
Asier Galán,2000510874.0,0.0,13.38,17.0,4.08,0.0,0.0,0.0,0.0
Adrián Iglesias,2000510876.0,0.0,5.25,14.0,2.0,0.0,0.0,0.0,0.0
Iosu Pérez,2000510877.0,0.0,14.5,10.5,11.75,0.0,0.0,0.0,0.0
Ignacio Amorrortu,2000629736.0,0.0,11.0,12.5,7.0,0.0,0.0,0.0,0.0
Gorka Santamaría,2000629739.0,3.0,10.25,13.5,10.17,2.5,1.0,1.5,2.5
Marcos Goñi,2000629740.0,0.0,11.88,9.5,9.58,0.0,0.0,0.0,0.0
