Player,UID,FB,WB,IWB,CWB,NNFB
Josema,2000438803.0,5.35,3.25,4.95,3.42,5.6
Atakan Karazor,92074021.0,11.55,9.4,11.9,10.08,11.1
Mikel Bengoetxea,2000510871.0,14.2,11.4,12.9,10.85,13.4
Diego,2000574102.0,11.8,8.7,11.15,8.69,13.15
Álex Lillo,2000438804.0,9.6,8.6,11.2,10.15,9.8
Iñaki Díez,2000438806.0,9.5,10.75,8.6,11.31,7.4
Antxón Arregi,2000570451.0,4.8,7.9,5.9,9.19,4.5
Javier Zubizarreta,2000570450.0,9.15,9.6,8.55,10.38,8.05
Víctor Sarriegi,2000570454.0,8.65,8.5,8.45,9.5,7.15
Noel López,2000053498.0,7.6,8.3,6.6,8.62,6.0
Peio Arana,2000438809.0,11.7,11.2,11.2,11.77,10.4
Iñigo Llorente,2000510870.0,11.2,9.1,9.3,9.54,9.85
Lander Goñi,2000510872.0,8.05,8.0,9.4,9.42,8.55
Asier Galán,2000510874.0,6.45,8.75,4.45,8.77,5.25
Adrián Iglesias,2000510876.0,5.0,8.45,5.35,9.15,3.9
Iosu Pérez,2000510877.0,12.2,9.5,11.35,9.15,13.05
Ignacio Amorrortu,2000629736.0,5.5,6.95,4.3,7.73,4.0
Gorka Santamaría,2000629739.0,9.5,10.5,8.8,10.77,7.5
Marcos Goñi,2000629740.0,5.6,7.4,5.6,7.69,5.9
