,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DR_abis,Aerial,2.0,8.0,11.0,12.5,15.0,17.5
1,DR_abis,Awareness,1.83,7.67,9.67,10.83,12.0,14.33
2,DR_abis,Clearing,3.0,6.0,8.0,9.0,11.0,14.0
3,DR_abis,Closing,1.75,8.0,9.5,10.5,11.5,14.0
4,DR_abis,Control,5.0,7.25,8.0,9.5,11.0,13.5
5,DR_abis,Creativity,2.17,7.83,9.0,10.0,11.17,14.5
6,DR_abis,Crossing,3.33,5.17,6.33,8.33,10.0,12.67
7,DR_abis,Decision,3.75,11.0,12.0,12.5,13.5,15.75
8,DR_abis,Defensive,1.75,8.0,9.5,10.5,11.5,14.0
9,DR_abis,Dribbling,2.0,5.5,7.0,8.0,10.0,15.5
10,DR_abis,Focus,1.75,8.75,9.5,10.5,11.5,14.25
11,DR_abis,Endeavour,7.25,9.38,10.75,12.0,13.38,15.5
12,DR_abis,Intelligence,4.3,7.2,9.4,10.4,11.5,12.6
13,DR_abis,Marking,1.17,8.5,9.67,10.33,11.5,13.67
14,DR_abis,Mobility,2.75,9.12,11.25,12.25,13.5,15.75
15,DR_abis,Movement,2.5,10.83,11.67,12.17,13.17,14.33
16,DR_abis,Off The Ball,0.0,0.0,5.0,7.0,9.0,15.0
17,DR_abis,Passing,5.0,7.0,8.75,10.0,11.5,13.5
18,DR_abis,Physical,2.25,7.75,10.0,11.5,13.0,16.0
19,DR_abis,Shooting,1.33,3.0,5.0,6.33,7.33,12.17
20,DR_abis,Tackling,0.0,9.0,11.0,12.0,14.0,17.0
