,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AML_abis,Aerial,2.0,6.0,8.0,10.0,12.5,17.5
1,AML_abis,Awareness,2.83,7.33,9.0,10.33,12.0,14.5
2,AML_abis,Clearing,3.0,5.0,7.0,8.0,9.0,13.0
3,AML_abis,Closing,1.5,4.5,6.0,8.0,9.5,12.5
4,AML_abis,Control,6.5,10.5,11.5,12.75,13.75,16.0
5,AML_abis,Creativity,1.83,8.83,10.33,11.33,12.5,16.67
6,AML_abis,Crossing,6.5,9.33,10.33,11.33,12.33,14.67
7,AML_abis,Decision,1.75,9.0,10.25,11.5,12.75,15.5
8,AML_abis,Defensive,1.5,4.5,6.0,8.0,9.5,12.5
9,AML_abis,Dribbling,4.0,10.5,11.5,12.5,13.5,16.0
10,AML_abis,Focus,0.0,6.5,7.5,9.0,10.5,13.5
11,AML_abis,Endeavour,6.62,8.75,9.75,10.75,12.5,14.88
12,AML_abis,Intelligence,4.2,8.7,10.1,11.0,11.9,14.4
13,AML_abis,Marking,1.0,3.0,4.17,6.83,8.0,11.0
14,AML_abis,Mobility,4.12,11.25,12.25,13.0,14.25,16.38
15,AML_abis,Movement,1.17,8.17,10.0,11.0,12.0,14.83
16,AML_abis,Off The Ball,0.0,9.5,11.0,12.0,13.5,17.0
17,AML_abis,Passing,8.25,10.0,11.5,12.0,13.5,16.5
18,AML_abis,Physical,2.0,7.5,9.0,10.5,12.0,13.5
19,AML_abis,Shooting,5.17,7.0,8.5,9.67,11.33,15.0
20,AML_abis,Tackling,0.0,2.5,4.0,5.0,7.0,14.5
