,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,WBR_attrs,Acc,6.5,10.0,12.0,13.0,15.0,16.0
1,WBR_attrs,Agi,0.0,8.0,11.0,13.0,14.0,16.5
2,WBR_attrs,Pac,4.5,10.0,11.0,11.0,14.5,16.0
3,WBR_attrs,Wor,4.0,10.0,11.0,12.0,14.0,15.0
4,WBR_attrs,Jum,2.0,6.0,11.0,12.0,14.0,17.5
5,WBR_attrs,Fir,3.5,6.5,8.0,10.0,13.0,15.0
6,WBR_attrs,Dri,0.0,5.5,7.0,8.0,11.5,17.0
7,WBR_attrs,Cmp,3.5,7.0,8.0,9.5,11.0,14.0
8,WBR_attrs,Sta,7.0,10.0,11.0,12.5,14.0,17.5
9,WBR_attrs,Pos,0.0,5.0,9.0,11.0,13.0,16.5
10,WBR_attrs,Cnt,0.0,9.0,10.0,12.0,13.5,16.5
11,WBR_attrs,Fre,0.0,0.0,3.0,5.5,8.0,12.0
12,WBR_attrs,Cor,0.0,0.0,0.0,5.0,7.5,9.0
13,WBR_attrs,Fin,0.0,0.0,0.0,4.0,5.5,9.0
14,WBR_attrs,OtB,0.0,0.0,6.0,9.0,10.0,15.0
15,WBR_attrs,Pas,4.0,7.0,9.5,10.0,12.0,16.0
16,WBR_attrs,Tec,4.0,8.0,9.0,11.0,12.5,16.0
17,WBR_attrs,Ant,0.0,9.0,10.5,11.0,13.0,14.5
18,WBR_attrs,Dec,7.0,9.0,11.0,12.0,13.0,16.5
19,WBR_attrs,Lon,0.0,2.5,4.0,6.0,9.0,12.5
20,WBR_attrs,Fla,0.0,0.0,8.0,10.0,11.5,15.0
21,WBR_attrs,Tck,0.0,8.0,9.5,12.0,13.0,15.0
22,WBR_attrs,Hea,3.5,6.0,7.0,8.0,9.0,12.0
23,WBR_attrs,Agg,4.5,8.0,10.0,11.0,13.5,19.0
24,WBR_attrs,Bra,0.0,5.5,10.0,10.5,14.0,18.0
25,WBR_attrs,Bal,0.0,7.5,11.0,13.0,14.0,17.5
26,WBR_attrs,Str,6.5,8.0,9.5,10.5,12.0,14.0
27,WBR_attrs,Det,3.5,7.0,9.0,12.0,14.0,18.0
28,WBR_attrs,Mar,0.0,0.0,8.0,10.0,11.5,15.5
29,WBR_attrs,Vis,0.0,0.0,7.0,8.0,10.0,15.5
30,WBR_attrs,Tea,0.0,9.0,12.0,13.0,15.5,17.5
31,WBR_attrs,Cro,0.0,0.0,3.0,7.0,10.5,13.0
32,WBR_attrs,Ldr,0.0,5.5,8.0,9.0,11.0,17.5
33,WBR_attrs,Nat,0.0,10.5,13.0,13.5,15.0,17.0
34,WBR_attrs,L Th,0.0,0.0,0.0,0.0,7.0,13.0
35,WBR_attrs,Pen,0.0,0.0,2.5,5.5,6.0,9.0
36,WBR_attrs,Aer,0.0,0.0,0.0,0.0,2.5,3.5
37,WBR_attrs,Cmd,0.0,0.0,0.0,0.0,2.5,5.0
38,WBR_attrs,Com,0.0,0.0,0.0,0.0,2.0,5.0
39,WBR_attrs,Ecc,0.0,0.0,0.0,0.0,2.5,5.0
40,WBR_attrs,Han,0.0,0.0,0.0,0.0,2.5,4.0
41,WBR_attrs,Kic,0.0,0.0,0.0,0.0,2.5,4.0
42,WBR_attrs,Pun,0.0,0.0,0.0,0.0,2.0,4.5
43,WBR_attrs,1v1,0.0,0.0,0.0,0.0,2.5,4.5
44,WBR_attrs,Ref,0.0,0.0,0.0,0.0,2.0,4.5
45,WBR_attrs,TRO,0.0,0.0,0.0,0.0,2.5,4.0
46,WBR_attrs,Thr,0.0,0.0,0.0,0.0,2.0,4.0
47,WBR_attrs,Age,17.0,20.0,22.0,23.0,27.0,33.0
