,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,WBR_abis,Aerial,2.0,6.0,11.0,12.0,14.0,17.5
1,WBR_abis,Awareness,1.83,8.33,9.67,10.67,11.0,13.83
2,WBR_abis,Clearing,3.5,6.0,7.0,8.0,9.0,12.0
3,WBR_abis,Closing,1.75,6.5,8.5,9.0,11.0,13.0
4,WBR_abis,Control,6.0,7.5,9.0,10.5,11.5,13.5
5,WBR_abis,Creativity,5.0,8.67,9.67,10.33,11.17,13.0
6,WBR_abis,Crossing,3.67,5.33,7.0,9.5,10.67,12.67
7,WBR_abis,Decision,3.75,11.0,11.5,12.0,13.0,14.0
8,WBR_abis,Defensive,1.75,6.5,8.5,9.0,11.0,13.0
9,WBR_abis,Dribbling,2.0,7.0,8.0,9.5,11.5,15.5
10,WBR_abis,Focus,1.75,9.0,9.5,10.5,11.0,13.5
11,WBR_abis,Endeavour,7.25,8.75,10.25,11.0,12.38,14.88
12,WBR_abis,Intelligence,4.3,7.3,9.6,10.6,11.6,12.0
13,WBR_abis,Marking,1.17,7.17,8.5,9.33,10.67,12.67
14,WBR_abis,Mobility,2.75,9.12,11.25,12.25,13.75,15.25
15,WBR_abis,Movement,2.5,10.83,11.33,11.67,12.33,14.0
16,WBR_abis,Off The Ball,0.0,0.0,6.0,9.0,10.0,15.0
17,WBR_abis,Passing,5.5,8.0,9.5,10.5,12.0,13.0
18,WBR_abis,Physical,3.25,7.75,10.5,11.5,12.5,14.0
19,WBR_abis,Shooting,1.33,4.17,5.67,6.67,8.33,11.0
20,WBR_abis,Tackling,0.0,8.0,9.5,12.0,13.0,15.0
