,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DC_abis,Aerial,2.5,10.0,12.0,14.0,16.0,18.5
1,DC_abis,Awareness,3.83,7.67,9.33,10.67,12.0,14.83
2,DC_abis,Clearing,3.0,7.0,9.0,11.0,12.5,17.5
3,DC_abis,Closing,3.5,8.5,10.25,11.0,12.0,15.25
4,DC_abis,Control,3.5,7.0,8.0,9.5,11.0,16.0
5,DC_abis,Creativity,2.17,7.67,9.0,10.0,11.0,14.5
6,DC_abis,Crossing,3.0,5.0,6.0,7.33,9.67,14.33
7,DC_abis,Decision,3.75,10.5,11.25,12.0,13.5,16.5
8,DC_abis,Defensive,3.5,8.5,10.25,11.0,12.0,15.25
9,DC_abis,Dribbling,2.0,5.0,6.5,7.75,9.25,12.75
10,DC_abis,Focus,0.0,8.75,10.0,11.0,11.75,15.25
11,DC_abis,Endeavour,6.25,9.62,11.0,12.12,13.5,15.5
12,DC_abis,Intelligence,4.0,6.9,9.1,10.0,11.1,13.4
13,DC_abis,Marking,2.33,9.17,10.33,11.17,12.0,14.67
14,DC_abis,Mobility,2.75,9.0,11.0,11.75,12.75,14.5
15,DC_abis,Movement,2.5,10.33,11.33,12.33,13.0,14.67
16,DC_abis,Off The Ball,0.0,0.0,5.0,7.0,9.0,12.0
17,DC_abis,Passing,4.5,6.75,8.5,9.5,11.5,17.75
18,DC_abis,Physical,2.25,8.0,10.5,12.0,13.25,16.0
19,DC_abis,Shooting,1.33,3.33,4.67,6.17,8.0,12.33
20,DC_abis,Tackling,3.5,10.5,12.0,13.0,14.5,18.5
