,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,STC_attrs,Acc,8.0,11.0,13.0,14.0,16.0,18.0
1,STC_attrs,Agi,0.0,11.0,13.0,14.0,16.0,18.0
2,STC_attrs,Pac,4.0,11.0,12.5,13.0,15.0,17.5
3,STC_attrs,Wor,4.0,8.0,10.0,11.0,13.0,17.5
4,STC_attrs,Jum,2.0,6.0,9.0,11.0,14.0,17.5
5,STC_attrs,Fir,6.5,10.5,12.0,13.0,15.0,18.5
6,STC_attrs,Dri,3.5,10.0,11.5,13.0,14.0,17.0
7,STC_attrs,Cmp,0.0,9.5,11.0,12.5,14.0,18.0
8,STC_attrs,Sta,4.0,9.0,11.0,12.5,14.0,17.5
9,STC_attrs,Pos,0.0,0.0,0.0,4.0,7.0,12.0
10,STC_attrs,Cnt,0.0,0.0,5.5,7.0,9.0,14.0
11,STC_attrs,Fre,0.0,0.0,5.0,7.0,9.5,16.0
12,STC_attrs,Cor,0.0,0.0,0.0,4.5,8.0,14.5
13,STC_attrs,Fin,2.0,6.5,8.0,11.0,14.0,18.0
14,STC_attrs,OtB,4.0,11.0,12.0,13.0,14.0,18.0
15,STC_attrs,Pas,4.0,8.0,9.5,11.5,13.0,17.5
16,STC_attrs,Tec,7.0,10.0,12.0,13.0,15.0,18.0
17,STC_attrs,Ant,0.0,0.0,9.0,10.5,12.0,17.0
18,STC_attrs,Dec,0.0,9.0,11.0,12.0,14.0,17.5
19,STC_attrs,Lon,2.0,6.0,7.0,9.0,10.0,17.5
20,STC_attrs,Fla,6.0,10.0,12.0,13.0,14.0,19.5
21,STC_attrs,Tck,0.0,0.0,3.0,4.0,6.5,14.0
22,STC_attrs,Hea,4.0,7.0,8.0,10.0,11.5,16.0
23,STC_attrs,Agg,4.0,7.0,9.0,10.5,13.0,16.5
24,STC_attrs,Bra,0.0,5.0,7.0,9.0,10.0,19.0
25,STC_attrs,Bal,0.0,9.0,11.0,12.5,14.5,18.0
26,STC_attrs,Str,3.5,7.0,8.0,9.5,11.0,14.0
27,STC_attrs,Det,3.0,9.0,12.0,13.0,15.0,19.0
28,STC_attrs,Mar,0.0,0.0,0.0,2.0,5.0,9.5
29,STC_attrs,Vis,1.5,7.0,9.5,10.5,13.0,16.0
30,STC_attrs,Tea,0.0,7.0,9.0,11.5,13.5,18.5
31,STC_attrs,Cro,2.0,5.5,7.0,9.0,10.0,14.0
32,STC_attrs,Ldr,0.0,0.0,5.0,8.0,11.5,17.5
33,STC_attrs,Nat,0.0,10.0,12.0,13.0,14.5,18.5
34,STC_attrs,L Th,0.0,0.0,0.0,3.0,5.0,10.0
35,STC_attrs,Pen,0.0,4.5,6.0,7.0,9.0,16.0
36,STC_attrs,Aer,0.0,0.0,0.0,1.0,2.5,5.0
37,STC_attrs,Cmd,0.0,0.0,0.0,1.0,2.5,5.0
38,STC_attrs,Com,0.0,0.0,0.0,1.0,3.0,6.0
39,STC_attrs,Ecc,0.0,0.0,0.0,1.0,2.5,4.5
40,STC_attrs,Han,0.0,0.0,0.0,1.0,3.0,6.0
41,STC_attrs,Kic,0.0,0.0,0.0,1.0,2.5,5.5
42,STC_attrs,Pun,0.0,0.0,0.0,1.0,2.5,5.0
43,STC_attrs,1v1,0.0,0.0,0.0,1.5,2.5,5.5
44,STC_attrs,Ref,0.0,0.0,0.0,1.0,2.5,5.0
45,STC_attrs,TRO,0.0,0.0,0.0,1.0,2.5,5.5
46,STC_attrs,Thr,0.0,0.0,0.0,1.5,3.0,5.0
47,STC_attrs,Age,16.0,19.0,20.0,22.0,26.0,34.0
