,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AMR_abis,Aerial,2.0,5.5,8.0,10.0,13.0,17.0
1,AMR_abis,Awareness,1.33,7.33,9.0,10.5,12.0,14.5
2,AMR_abis,Clearing,3.0,5.5,7.0,8.0,10.0,15.0
3,AMR_abis,Closing,1.75,5.0,6.0,7.5,9.0,13.0
4,AMR_abis,Control,6.0,10.5,11.25,13.0,14.0,16.5
5,AMR_abis,Creativity,1.17,8.33,10.0,11.33,12.33,15.17
6,AMR_abis,Crossing,5.67,9.33,10.33,11.17,11.83,14.67
7,AMR_abis,Decision,1.5,8.25,9.5,11.0,12.5,16.75
8,AMR_abis,Defensive,1.75,5.0,6.0,7.5,9.0,13.0
9,AMR_abis,Dribbling,5.5,10.5,11.5,12.5,14.0,16.5
10,AMR_abis,Focus,0.0,6.5,8.0,9.0,10.0,13.5
11,AMR_abis,Endeavour,6.25,8.75,9.5,10.62,11.75,14.88
12,AMR_abis,Intelligence,2.8,8.5,10.0,11.0,11.9,14.2
13,AMR_abis,Marking,1.17,3.33,4.33,6.33,7.83,12.67
14,AMR_abis,Mobility,3.62,11.88,12.75,13.5,14.5,16.38
15,AMR_abis,Movement,1.0,7.67,9.67,11.0,11.83,14.83
16,AMR_abis,Off The Ball,0.0,9.0,11.0,12.0,14.0,17.0
17,AMR_abis,Passing,6.0,10.0,11.0,12.0,13.0,16.75
18,AMR_abis,Physical,1.25,7.75,9.25,10.75,12.0,15.0
19,AMR_abis,Shooting,3.83,7.17,8.5,9.67,10.83,15.0
20,AMR_abis,Tackling,0.0,2.5,4.0,5.0,7.0,14.0
