,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,ML_attrs,Acc,8.5,11.5,13.0,14.5,16.0,18.0
1,ML_attrs,Agi,0.0,12.0,13.0,14.0,16.0,18.0
2,ML_attrs,Pac,5.5,11.0,13.0,13.0,14.0,18.0
3,ML_attrs,Wor,5.0,9.0,10.0,11.5,13.0,16.0
4,ML_attrs,Jum,2.0,5.0,7.0,10.0,12.0,17.5
5,ML_attrs,Fir,6.0,9.5,11.5,12.0,14.0,18.5
6,ML_attrs,Dri,0.0,8.5,11.0,12.0,13.0,16.0
7,ML_attrs,Cmp,0.0,7.5,9.0,10.0,12.0,18.0
8,ML_attrs,Sta,4.0,9.0,10.0,12.0,13.0,18.5
9,ML_attrs,Pos,0.0,0.0,3.0,6.0,9.0,14.5
10,ML_attrs,Cnt,0.0,5.0,6.5,8.0,10.0,16.0
11,ML_attrs,Fre,0.0,2.0,6.0,8.0,9.0,16.0
12,ML_attrs,Cor,0.0,0.0,0.0,6.0,8.0,14.0
13,ML_attrs,Fin,0.0,5.0,6.5,8.0,9.5,14.0
14,ML_attrs,OtB,0.0,9.0,10.5,12.0,14.0,17.0
15,ML_attrs,Pas,7.0,9.0,10.0,12.0,13.0,17.0
16,ML_attrs,Tec,7.0,10.0,11.5,12.0,14.0,17.5
17,ML_attrs,Ant,0.0,7.5,9.0,11.0,12.0,17.0
18,ML_attrs,Dec,0.0,8.0,10.0,12.0,14.0,17.5
19,ML_attrs,Lon,2.5,5.0,6.0,7.0,10.0,16.5
20,ML_attrs,Fla,0.0,9.0,11.0,12.5,14.0,19.5
21,ML_attrs,Tck,0.0,4.0,5.0,6.0,8.5,14.5
22,ML_attrs,Hea,3.0,5.0,6.0,8.0,9.5,13.5
23,ML_attrs,Agg,4.0,7.0,9.0,11.0,13.0,17.5
24,ML_attrs,Bra,0.0,6.0,7.5,9.5,13.0,18.0
25,ML_attrs,Bal,0.0,8.5,9.5,12.0,14.5,16.5
26,ML_attrs,Str,3.0,5.5,7.5,9.0,10.0,13.0
27,ML_attrs,Det,2.5,9.0,12.0,14.0,15.0,19.0
28,ML_attrs,Mar,0.0,0.0,0.0,4.0,7.5,12.0
29,ML_attrs,Vis,0.0,7.0,9.0,10.0,11.5,15.5
30,ML_attrs,Tea,0.0,8.0,9.0,11.0,12.0,18.5
31,ML_attrs,Cro,0.0,7.0,9.0,11.0,11.5,14.0
32,ML_attrs,Ldr,0.0,4.0,7.5,10.0,12.0,16.0
33,ML_attrs,Nat,0.0,10.5,12.0,13.0,14.5,18.0
34,ML_attrs,L Th,0.0,0.0,0.0,4.0,7.5,10.5
35,ML_attrs,Pen,0.0,3.0,5.0,6.5,7.0,12.0
36,ML_attrs,Aer,0.0,0.0,0.0,2.0,3.0,4.5
37,ML_attrs,Cmd,0.0,0.0,0.0,2.0,3.0,4.5
38,ML_attrs,Com,0.0,0.0,0.0,2.0,3.0,5.0
39,ML_attrs,Ecc,0.0,0.0,0.0,1.5,2.5,4.0
40,ML_attrs,Han,0.0,0.0,0.0,2.0,3.0,6.0
41,ML_attrs,Kic,0.0,0.0,0.0,1.5,3.0,5.0
42,ML_attrs,Pun,0.0,0.0,0.0,2.0,2.5,5.0
43,ML_attrs,1v1,0.0,0.0,0.0,2.0,3.0,5.5
44,ML_attrs,Ref,0.0,0.0,0.0,1.5,2.5,4.5
45,ML_attrs,TRO,0.0,0.0,0.0,2.0,3.0,4.0
46,ML_attrs,Thr,0.0,0.0,0.0,2.0,3.0,4.0
47,ML_attrs,Age,17.0,20.0,22.0,26.0,29.0,34.0
