,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MR_abis,Aerial,2.5,5.0,7.5,10.0,12.0,16.0
1,MR_abis,Awareness,1.83,7.67,9.33,10.67,12.17,15.0
2,MR_abis,Clearing,3.0,6.0,7.0,8.0,9.0,13.0
3,MR_abis,Closing,1.75,5.25,6.5,7.75,10.0,13.75
4,MR_abis,Control,6.0,10.5,11.5,13.0,14.0,16.5
5,MR_abis,Creativity,1.17,8.0,9.67,10.67,12.0,14.33
6,MR_abis,Crossing,4.67,9.33,10.67,11.33,12.33,13.67
7,MR_abis,Decision,1.5,8.5,10.0,11.5,13.0,16.75
8,MR_abis,Defensive,1.75,5.25,6.5,7.75,10.0,13.75
9,MR_abis,Dribbling,2.75,9.5,11.5,12.5,13.75,16.5
10,MR_abis,Focus,0.0,7.0,8.5,9.5,10.0,13.75
11,MR_abis,Endeavour,6.25,8.75,10.25,11.0,12.12,14.88
12,MR_abis,Intelligence,2.8,8.1,9.8,10.6,11.8,14.2
13,MR_abis,Marking,1.17,3.67,4.83,6.83,8.33,12.67
14,MR_abis,Mobility,5.5,11.38,12.75,13.25,14.5,16.0
15,MR_abis,Movement,1.0,8.0,9.83,11.17,12.0,14.83
16,MR_abis,Off The Ball,0.0,8.0,11.0,12.0,13.0,17.0
17,MR_abis,Passing,5.5,10.0,11.5,12.0,13.0,15.25
18,MR_abis,Physical,3.0,8.0,9.5,11.0,12.5,15.0
19,MR_abis,Shooting,1.83,6.83,8.33,9.0,10.5,12.33
20,MR_abis,Tackling,0.0,3.0,4.5,6.0,9.5,14.0
