,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MR_attrs,Acc,9.0,12.0,13.0,14.5,16.0,18.0
1,MR_attrs,Agi,0.0,11.0,13.0,14.0,15.0,18.0
2,MR_attrs,Pac,8.0,11.0,13.0,14.0,15.0,16.5
3,MR_attrs,Wor,5.0,9.0,11.0,12.0,13.5,16.5
4,MR_attrs,Jum,2.5,5.0,7.5,10.0,12.0,16.0
5,MR_attrs,Fir,3.5,9.5,12.0,13.0,15.0,17.0
6,MR_attrs,Dri,0.0,9.0,11.0,12.0,14.0,17.0
7,MR_attrs,Cmp,0.0,8.0,10.0,11.0,13.0,18.0
8,MR_attrs,Sta,4.5,9.0,10.5,11.5,13.0,17.5
9,MR_attrs,Pos,0.0,0.0,3.0,6.0,8.0,14.0
10,MR_attrs,Cnt,0.0,3.0,7.0,8.0,10.0,15.0
11,MR_attrs,Fre,0.0,0.0,6.0,7.5,11.0,14.5
12,MR_attrs,Cor,0.0,0.0,0.0,6.0,8.5,14.5
13,MR_attrs,Fin,0.0,5.0,6.0,7.0,10.0,15.0
14,MR_attrs,OtB,0.0,8.0,11.0,12.0,13.0,17.0
15,MR_attrs,Pas,4.0,8.5,10.0,12.0,13.0,16.0
16,MR_attrs,Tec,4.0,10.0,11.0,12.0,14.0,18.0
17,MR_attrs,Ant,0.0,6.0,9.0,10.0,12.0,14.5
18,MR_attrs,Dec,0.0,7.5,9.5,11.5,13.0,15.0
19,MR_attrs,Lon,0.0,5.0,6.0,7.5,9.0,13.0
20,MR_attrs,Fla,0.0,8.0,10.5,12.0,14.0,17.5
21,MR_attrs,Tck,0.0,3.0,4.5,6.0,9.5,14.0
22,MR_attrs,Hea,3.0,6.0,7.0,8.0,9.0,13.0
23,MR_attrs,Agg,4.0,8.0,9.0,11.0,13.0,19.0
24,MR_attrs,Bra,0.0,5.0,8.0,9.0,12.0,18.5
25,MR_attrs,Bal,0.0,8.0,10.0,12.5,14.5,18.0
26,MR_attrs,Str,3.5,6.0,8.0,10.0,10.5,14.0
27,MR_attrs,Det,4.0,8.5,12.0,13.0,16.0,19.0
28,MR_attrs,Mar,0.0,0.0,0.0,5.0,7.5,13.0
29,MR_attrs,Vis,0.0,7.0,9.0,10.0,12.5,16.0
30,MR_attrs,Tea,0.0,8.0,9.5,12.0,14.0,18.5
31,MR_attrs,Cro,0.0,6.0,9.0,10.0,12.0,15.5
32,MR_attrs,Ldr,0.0,3.5,6.5,10.0,12.0,17.5
33,MR_attrs,Nat,0.0,10.0,13.0,13.5,15.5,18.5
34,MR_attrs,L Th,0.0,0.0,0.0,3.5,6.0,13.0
35,MR_attrs,Pen,0.0,3.0,5.0,6.0,8.0,13.0
36,MR_attrs,Aer,0.0,0.0,0.0,2.0,2.5,4.5
37,MR_attrs,Cmd,0.0,0.0,0.0,1.0,2.5,5.0
38,MR_attrs,Com,0.0,0.0,0.0,1.0,3.0,5.0
39,MR_attrs,Ecc,0.0,0.0,0.0,1.0,3.0,5.0
40,MR_attrs,Han,0.0,0.0,0.0,1.0,2.5,5.5
41,MR_attrs,Kic,0.0,0.0,0.0,1.0,2.5,5.0
42,MR_attrs,Pun,0.0,0.0,0.0,1.0,2.5,4.0
43,MR_attrs,1v1,0.0,0.0,0.0,1.0,3.0,5.5
44,MR_attrs,Ref,0.0,0.0,0.0,1.0,2.5,4.0
45,MR_attrs,TRO,0.0,0.0,0.0,1.0,2.5,4.0
46,MR_attrs,Thr,0.0,0.0,0.0,1.5,3.0,4.0
47,MR_attrs,Age,17.0,20.0,21.0,23.0,27.0,33.0
