,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AML_attrs,Acc,8.0,11.0,13.0,14.0,15.0,17.5
1,AML_attrs,Agi,0.0,12.0,13.0,14.5,16.0,18.0
2,AML_attrs,Pac,5.5,11.0,12.5,13.0,14.0,18.5
3,AML_attrs,Wor,4.0,9.0,10.0,12.0,13.0,17.5
4,AML_attrs,Jum,2.0,6.0,8.0,10.0,12.5,17.5
5,AML_attrs,Fir,4.0,9.5,11.0,13.0,14.0,18.5
6,AML_attrs,Dri,0.0,9.5,11.0,12.0,13.5,17.0
7,AML_attrs,Cmp,0.0,8.0,10.0,11.0,12.5,18.0
8,AML_attrs,Sta,4.0,8.5,10.5,12.0,13.0,18.0
9,AML_attrs,Pos,0.0,0.0,0.0,5.0,7.5,12.0
10,AML_attrs,Cnt,0.0,3.0,5.5,7.5,10.0,16.0
11,AML_attrs,Fre,0.0,0.0,5.5,7.0,9.5,16.0
12,AML_attrs,Cor,0.0,0.0,0.0,6.0,8.0,14.0
13,AML_attrs,Fin,0.0,5.0,7.0,8.5,11.0,18.0
14,AML_attrs,OtB,0.0,9.5,11.0,12.0,13.5,17.0
15,AML_attrs,Pas,7.0,8.5,10.0,12.0,14.0,17.0
16,AML_attrs,Tec,7.0,10.0,12.0,13.0,14.0,17.5
17,AML_attrs,Ant,0.0,5.0,9.0,10.0,12.0,17.0
18,AML_attrs,Dec,0.0,8.0,10.5,12.0,14.0,17.5
19,AML_attrs,Lon,2.0,5.0,6.0,8.0,10.0,16.5
20,AML_attrs,Fla,0.0,9.0,12.0,13.0,14.0,19.5
21,AML_attrs,Tck,0.0,2.5,4.0,5.0,7.0,14.5
22,AML_attrs,Hea,3.0,5.0,7.0,8.0,9.0,13.0
23,AML_attrs,Agg,4.0,7.0,9.0,10.5,13.0,19.0
24,AML_attrs,Bra,0.0,6.0,7.5,9.0,11.0,19.0
25,AML_attrs,Bal,0.0,8.5,10.0,12.0,15.0,18.0
26,AML_attrs,Str,2.0,6.0,7.0,9.0,10.0,13.5
27,AML_attrs,Det,2.5,10.0,12.0,13.0,15.5,19.0
28,AML_attrs,Mar,0.0,0.0,0.0,3.0,6.0,13.0
29,AML_attrs,Vis,0.0,7.0,9.0,11.0,12.5,16.0
30,AML_attrs,Tea,0.0,7.5,9.5,11.5,12.0,17.5
31,AML_attrs,Cro,0.0,7.0,8.5,10.0,11.0,15.5
32,AML_attrs,Ldr,0.0,3.0,5.5,9.5,12.0,16.0
33,AML_attrs,Nat,0.0,10.0,12.0,13.0,14.5,18.5
34,AML_attrs,L Th,0.0,0.0,0.0,4.0,7.0,9.0
35,AML_attrs,Pen,0.0,4.0,5.0,7.0,8.0,14.0
36,AML_attrs,Aer,0.0,0.0,0.0,1.5,2.5,4.5
37,AML_attrs,Cmd,0.0,0.0,0.0,1.5,2.5,4.5
38,AML_attrs,Com,0.0,0.0,0.0,1.5,3.0,5.0
39,AML_attrs,Ecc,0.0,0.0,0.0,1.5,3.0,4.0
40,AML_attrs,Han,0.0,0.0,0.0,2.0,3.0,5.0
41,AML_attrs,Kic,0.0,0.0,0.0,1.0,2.5,5.0
42,AML_attrs,Pun,0.0,0.0,0.0,1.0,2.0,5.0
43,AML_attrs,1v1,0.0,0.0,0.0,2.0,3.0,5.0
44,AML_attrs,Ref,0.0,0.0,0.0,1.0,2.5,4.5
45,AML_attrs,TRO,0.0,0.0,0.0,1.0,3.0,5.5
46,AML_attrs,Thr,0.0,0.0,0.0,1.5,3.0,5.5
47,AML_attrs,Age,17.0,19.0,21.0,23.0,28.0,34.0
