,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DM_abis,Aerial,2.5,8.0,10.5,13.0,14.0,18.5
1,DM_abis,Awareness,1.17,7.67,10.33,11.5,13.33,15.0
2,DM_abis,Clearing,1.5,5.5,7.0,9.0,11.5,17.5
3,DM_abis,Closing,3.0,8.0,10.0,11.0,12.0,15.25
4,DM_abis,Control,5.0,7.5,10.0,11.75,12.75,16.0
5,DM_abis,Creativity,1.17,7.0,9.33,10.67,11.67,14.67
6,DM_abis,Crossing,3.33,6.33,7.83,10.0,11.33,14.33
7,DM_abis,Decision,3.75,9.5,11.5,12.75,14.0,16.0
8,DM_abis,Defensive,3.0,8.0,10.0,11.0,12.0,15.25
9,DM_abis,Dribbling,3.0,6.5,8.0,9.25,10.25,14.5
10,DM_abis,Focus,0.0,7.5,9.75,10.75,12.0,15.25
11,DM_abis,Endeavour,6.88,10.12,11.25,12.5,13.75,15.75
12,DM_abis,Intelligence,3.4,6.8,9.8,11.1,12.0,14.0
13,DM_abis,Marking,2.0,8.0,9.67,10.83,11.67,14.67
14,DM_abis,Mobility,3.25,8.75,10.25,11.5,12.75,14.75
15,DM_abis,Movement,2.5,9.17,11.67,12.67,13.33,14.67
16,DM_abis,Off The Ball,0.0,3.5,6.0,8.5,9.5,14.0
17,DM_abis,Passing,5.0,8.5,10.25,11.5,13.25,17.75
18,DM_abis,Physical,2.25,8.5,10.0,11.5,13.0,15.5
19,DM_abis,Shooting,2.0,5.17,7.0,8.33,9.83,12.33
20,DM_abis,Tackling,0.0,9.0,11.0,12.5,14.0,18.0
