,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,STC_abis,Aerial,2.0,6.0,9.0,11.0,14.0,17.5
1,STC_abis,Awareness,0.5,7.33,9.0,10.33,11.67,14.5
2,STC_abis,Clearing,4.0,7.0,8.0,10.0,11.5,16.0
3,STC_abis,Closing,1.5,5.5,6.5,7.25,9.5,13.5
4,STC_abis,Control,7.5,11.0,12.0,13.0,14.0,16.5
5,STC_abis,Creativity,3.33,8.33,10.33,11.5,12.67,15.33
6,STC_abis,Crossing,5.33,9.17,9.67,10.83,11.5,14.33
7,STC_abis,Decision,5.25,9.0,10.0,11.0,12.5,16.75
8,STC_abis,Defensive,1.5,5.5,6.5,7.25,9.5,13.5
9,STC_abis,Dribbling,7.75,10.5,11.5,13.0,14.0,16.5
10,STC_abis,Focus,0.0,6.5,8.25,9.5,11.0,13.5
11,STC_abis,Endeavour,6.12,8.75,9.62,10.75,11.62,14.38
12,STC_abis,Intelligence,4.2,8.6,10.1,11.0,12.0,14.6
13,STC_abis,Marking,1.0,3.67,4.33,6.0,7.33,11.33
14,STC_abis,Mobility,3.5,11.25,12.5,13.25,14.38,16.38
15,STC_abis,Movement,3.5,7.67,9.67,10.67,12.0,15.5
16,STC_abis,Off The Ball,4.0,11.0,12.0,13.0,14.0,18.0
17,STC_abis,Passing,6.0,10.0,11.0,11.75,13.5,16.75
18,STC_abis,Physical,2.0,8.25,9.5,11.0,12.5,15.5
19,STC_abis,Shooting,5.83,8.0,9.67,10.67,12.0,15.83
20,STC_abis,Tackling,0.0,0.0,3.0,4.0,6.5,14.0
