,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AMR_attrs,Acc,8.0,11.0,13.0,14.0,16.0,18.0
1,AMR_attrs,Agi,0.0,12.0,14.0,15.0,16.0,18.0
2,AMR_attrs,Pac,6.5,11.0,13.0,14.0,15.0,18.5
3,AMR_attrs,Wor,4.0,9.0,10.0,12.0,13.5,17.5
4,AMR_attrs,Jum,2.0,5.5,8.0,10.0,13.0,17.0
5,AMR_attrs,Fir,3.5,10.0,11.0,13.0,14.0,18.5
6,AMR_attrs,Dri,0.0,10.0,11.0,13.0,14.0,17.0
7,AMR_attrs,Cmp,0.0,8.0,10.0,11.0,12.5,18.0
8,AMR_attrs,Sta,4.0,9.0,10.5,12.0,14.0,17.5
9,AMR_attrs,Pos,0.0,0.0,0.0,5.0,7.0,14.0
10,AMR_attrs,Cnt,0.0,2.5,5.5,7.5,9.0,14.0
11,AMR_attrs,Fre,0.0,0.0,5.0,7.0,9.0,16.0
12,AMR_attrs,Cor,0.0,0.0,0.0,6.0,8.0,14.5
13,AMR_attrs,Fin,0.0,5.5,6.5,8.0,10.0,16.0
14,AMR_attrs,OtB,0.0,9.0,11.0,12.0,14.0,17.0
15,AMR_attrs,Pas,5.0,9.0,10.0,12.0,13.0,16.5
16,AMR_attrs,Tec,6.5,10.0,11.0,12.5,15.0,18.0
17,AMR_attrs,Ant,0.0,5.0,9.0,10.5,11.0,17.0
18,AMR_attrs,Dec,0.0,8.0,10.0,11.0,13.0,16.5
19,AMR_attrs,Lon,2.5,5.0,6.5,8.0,9.5,14.5
20,AMR_attrs,Fla,0.0,9.0,11.5,13.0,14.5,19.5
21,AMR_attrs,Tck,0.0,2.5,4.0,5.0,7.0,14.0
22,AMR_attrs,Hea,3.0,5.5,7.0,8.0,10.0,15.0
23,AMR_attrs,Agg,3.0,7.0,9.0,10.5,12.5,19.0
24,AMR_attrs,Bra,0.0,5.0,7.0,8.5,9.5,18.0
25,AMR_attrs,Bal,0.0,8.0,10.0,12.5,14.5,18.0
26,AMR_attrs,Str,2.5,6.5,8.0,9.0,10.0,13.5
27,AMR_attrs,Det,3.5,10.0,12.0,13.0,15.0,19.0
28,AMR_attrs,Mar,0.0,0.0,0.0,3.0,5.5,13.0
29,AMR_attrs,Vis,0.0,7.0,9.0,10.5,12.5,16.0
30,AMR_attrs,Tea,0.0,7.5,9.0,11.0,13.0,18.5
31,AMR_attrs,Cro,0.0,6.5,8.0,9.5,11.0,15.5
32,AMR_attrs,Ldr,0.0,2.5,5.0,9.0,12.0,17.5
33,AMR_attrs,Nat,0.0,9.5,11.5,13.0,15.0,18.5
34,AMR_attrs,L Th,0.0,0.0,0.0,3.5,6.0,13.0
35,AMR_attrs,Pen,0.0,4.0,5.0,7.0,8.0,17.5
36,AMR_attrs,Aer,0.0,0.0,0.0,1.5,2.5,4.5
37,AMR_attrs,Cmd,0.0,0.0,0.0,1.0,2.5,5.0
38,AMR_attrs,Com,0.0,0.0,0.0,1.0,2.5,6.0
39,AMR_attrs,Ecc,0.0,0.0,0.0,1.5,2.5,5.0
40,AMR_attrs,Han,0.0,0.0,0.0,1.0,3.0,5.5
41,AMR_attrs,Kic,0.0,0.0,0.0,1.0,2.5,5.0
42,AMR_attrs,Pun,0.0,0.0,0.0,1.0,2.5,5.0
43,AMR_attrs,1v1,0.0,0.0,0.0,1.0,2.5,5.5
44,AMR_attrs,Ref,0.0,0.0,0.0,1.0,2.5,4.5
45,AMR_attrs,TRO,0.0,0.0,0.0,1.0,2.5,6.0
46,AMR_attrs,Thr,0.0,0.0,0.0,1.5,3.0,5.0
47,AMR_attrs,Age,15.0,19.0,21.0,22.0,26.0,34.0
