,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MC_abis,Aerial,1.5,6.5,9.5,11.5,13.5,18.5
1,MC_abis,Awareness,1.17,8.17,10.17,11.33,12.67,15.5
2,MC_abis,Clearing,1.5,5.0,7.0,8.0,10.0,17.5
3,MC_abis,Closing,1.75,5.5,8.0,10.25,11.5,15.25
4,MC_abis,Control,5.0,10.0,11.5,12.5,14.0,17.25
5,MC_abis,Creativity,1.17,8.0,10.17,11.17,12.33,16.67
6,MC_abis,Crossing,3.33,8.17,9.67,11.17,12.33,14.67
7,MC_abis,Decision,1.5,9.5,11.5,12.5,14.0,16.5
8,MC_abis,Defensive,1.75,5.5,8.0,10.25,11.5,15.25
9,MC_abis,Dribbling,2.75,8.0,9.5,11.0,12.5,15.5
10,MC_abis,Focus,0.0,6.25,8.75,10.0,11.5,15.25
11,MC_abis,Endeavour,5.0,9.5,10.75,12.0,13.0,15.75
12,MC_abis,Intelligence,2.8,8.5,10.4,11.4,12.2,14.8
13,MC_abis,Marking,1.17,4.0,7.5,9.67,11.0,14.67
14,MC_abis,Mobility,3.25,9.88,11.12,12.38,13.25,16.0
15,MC_abis,Movement,1.0,8.0,10.83,12.33,13.17,14.83
16,MC_abis,Off The Ball,0.0,6.5,9.0,10.5,12.0,16.0
17,MC_abis,Passing,5.0,10.0,11.25,12.5,14.0,17.75
18,MC_abis,Physical,2.0,7.5,10.0,11.5,13.0,15.5
19,MC_abis,Shooting,1.83,6.67,8.17,9.33,10.67,14.0
20,MC_abis,Tackling,0.0,4.0,7.0,9.5,12.0,18.0
