,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MC_attrs,Acc,4.0,9.5,11.5,13.0,14.0,18.0
1,MC_attrs,Agi,0.0,9.0,11.0,12.5,14.0,18.0
2,MC_attrs,Pac,3.0,9.0,11.0,12.0,13.5,16.5
3,MC_attrs,Wor,4.0,9.0,11.5,13.0,14.0,18.0
4,MC_attrs,Jum,1.5,6.5,9.5,11.5,13.5,18.5
5,MC_attrs,Fir,3.0,9.0,11.0,13.0,15.0,18.5
6,MC_attrs,Dri,0.0,6.0,7.5,9.0,11.0,17.0
7,MC_attrs,Cmp,0.0,7.5,10.0,11.0,12.5,18.5
8,MC_attrs,Sta,3.0,10.0,11.5,13.0,14.0,18.5
9,MC_attrs,Pos,0.0,1.0,7.0,10.0,12.0,16.0
10,MC_attrs,Cnt,0.0,0.0,7.0,9.0,12.0,18.5
11,MC_attrs,Fre,0.0,0.0,4.0,7.0,9.0,15.0
12,MC_attrs,Cor,0.0,0.0,0.0,5.5,7.0,13.0
13,MC_attrs,Fin,0.0,4.0,5.5,7.0,8.5,16.0
14,MC_attrs,OtB,0.0,6.5,9.0,10.5,12.0,16.0
15,MC_attrs,Pas,5.0,9.0,11.5,13.0,14.5,17.5
16,MC_attrs,Tec,4.0,9.0,11.0,12.5,15.0,19.0
17,MC_attrs,Ant,0.0,0.0,9.5,11.0,13.0,17.0
18,MC_attrs,Dec,0.0,9.5,12.0,13.0,15.0,17.5
19,MC_attrs,Lon,0.0,5.5,7.0,9.0,10.5,13.5
20,MC_attrs,Fla,0.0,5.0,8.0,11.5,13.5,17.0
21,MC_attrs,Tck,0.0,4.0,7.0,9.5,12.0,18.0
22,MC_attrs,Hea,1.5,5.0,7.0,8.0,10.0,17.5
23,MC_attrs,Agg,2.5,9.0,10.5,12.0,14.0,20.0
24,MC_attrs,Bra,0.0,5.5,9.0,11.0,14.5,19.0
25,MC_attrs,Bal,0.0,7.5,10.0,12.5,14.5,18.5
26,MC_attrs,Str,1.0,7.5,9.0,11.0,12.0,15.5
27,MC_attrs,Det,2.5,9.0,12.0,13.0,15.0,19.0
28,MC_attrs,Mar,0.0,0.0,5.0,8.0,10.5,16.0
29,MC_attrs,Vis,0.0,7.5,10.0,12.0,14.0,17.0
30,MC_attrs,Tea,0.0,8.5,11.0,12.5,15.0,19.0
31,MC_attrs,Cro,0.0,4.0,6.0,7.5,9.5,14.0
32,MC_attrs,Ldr,0.0,4.0,8.0,10.5,13.5,17.5
33,MC_attrs,Nat,0.0,10.5,12.0,13.0,15.0,18.0
34,MC_attrs,L Th,0.0,0.0,0.0,3.0,6.0,13.0
35,MC_attrs,Pen,0.0,0.0,3.5,5.5,8.0,17.5
36,MC_attrs,Aer,0.0,0.0,0.0,1.0,3.0,6.0
37,MC_attrs,Cmd,0.0,0.0,0.0,1.0,2.5,5.5
38,MC_attrs,Com,0.0,0.0,0.0,1.0,2.5,6.0
39,MC_attrs,Ecc,0.0,0.0,0.0,1.5,3.0,5.0
40,MC_attrs,Han,0.0,0.0,0.0,1.0,3.0,5.5
41,MC_attrs,Kic,0.0,0.0,0.0,1.0,3.0,5.5
42,MC_attrs,Pun,0.0,0.0,0.0,1.0,2.0,5.5
43,MC_attrs,1v1,0.0,0.0,0.0,1.0,3.0,5.5
44,MC_attrs,Ref,0.0,0.0,0.0,1.0,3.0,5.5
45,MC_attrs,TRO,0.0,0.0,0.0,1.0,3.0,4.5
46,MC_attrs,Thr,0.0,0.0,0.0,1.0,3.0,5.5
47,MC_attrs,Age,16.0,19.0,21.0,22.0,27.0,35.0
