,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,DL_abis,Aerial,2.0,7.0,10.5,13.0,15.0,17.0
1,DL_abis,Awareness,2.83,7.83,9.0,9.67,11.0,13.83
2,DL_abis,Clearing,3.5,6.0,8.0,9.5,10.5,16.0
3,DL_abis,Closing,3.25,8.0,9.0,10.5,11.25,13.0
4,DL_abis,Control,5.0,8.0,9.0,10.0,11.0,14.75
5,DL_abis,Creativity,5.33,8.0,8.83,10.0,11.0,14.5
6,DL_abis,Crossing,3.0,5.5,7.17,8.67,9.67,12.67
7,DL_abis,Decision,3.5,10.5,11.5,12.0,13.0,16.5
8,DL_abis,Defensive,3.25,8.0,9.0,10.5,11.25,13.0
9,DL_abis,Dribbling,3.0,6.5,7.5,8.75,10.5,13.25
10,DL_abis,Focus,0.0,9.0,9.75,10.5,11.5,13.5
11,DL_abis,Endeavour,4.62,8.5,10.5,12.0,13.25,15.88
12,DL_abis,Intelligence,5.2,7.2,7.9,9.9,10.8,12.6
13,DL_abis,Marking,2.17,8.33,9.33,10.67,11.17,12.67
14,DL_abis,Mobility,3.12,9.5,11.0,12.0,13.0,15.25
15,DL_abis,Movement,2.33,10.67,11.33,12.17,13.0,14.5
16,DL_abis,Off The Ball,0.0,0.0,4.0,7.0,9.0,13.0
17,DL_abis,Passing,4.5,8.0,9.5,10.0,11.5,13.75
18,DL_abis,Physical,2.0,7.25,9.75,11.0,12.5,15.75
19,DL_abis,Shooting,1.67,3.67,5.83,6.67,7.33,10.17
20,DL_abis,Tackling,0.0,10.0,11.0,13.0,14.0,17.0
