Player,UID,DM,AM,BWM,HB,SV,RGA
Emrah Ağın,2000244749.0,11.65,12.35,12.35,12.2,10.75,10.25
Odilon Kossounou,93127195.0,12.7,12.85,12.85,12.3,12.75,11.65
Didier,2000509916.0,14.0,13.7,13.7,13.9,13.9,13.1
Iván Muñoz,67295020.0,13.4,13.5,13.5,12.6,13.0,11.05
Oriol Busquets,67225653.0,13.7,13.7,13.7,13.45,14.15,14.35
Andrés Torres,2000628761.0,11.3,10.9,10.9,10.6,12.3,14.7
Luis Vicente,2000438000.0,14.4,14.2,14.2,14.3,15.3,14.6
Samuel Chukwueze,67269484.0,11.45,11.45,11.45,11.55,12.75,13.85
Javi Ontiveros,67211745.0,10.5,10.6,10.6,10.2,11.9,13.5
Faustino,2000438001.0,10.5,10.0,10.0,10.5,11.8,13.5
Mohamed Cisse,2000509917.0,9.9,9.85,9.85,9.8,10.85,12.55
Carles,2000192884.0,9.7,9.0,9.0,9.9,8.45,8.85
Dmytro Smalyukh,2000461897.0,14.5,13.8,13.8,12.8,14.2,12.8
Gianfranco Giuffrè,2000272929.0,9.35,9.2,9.2,9.75,10.05,11.65
Óliver Pueyo,2000569557.0,14.2,13.8,13.8,13.25,14.1,14.2
John Córdoba,2000416582.0,12.7,13.1,13.1,12.3,11.75,12.45
Abdul Mumin,27128916.0,14.3,14.2,14.2,14.2,14.2,13.4
Maxence Caqueret,48044737.0,14.3,14.2,14.2,13.6,14.75,14.9
Alfonso Pedraza,67212046.0,13.35,13.35,13.35,13.45,13.0,13.4
Manu Morlanes,67228802.0,13.5,12.9,12.9,13.45,13.5,13.75
Fernando Niño,67258829.0,12.25,12.55,12.55,12.3,11.95,12.45
Francisco Conceição,83261140.0,9.45,9.0,9.0,10.75,10.65,13.25
Wanderson Bastos,2000410491.0,12.9,12.7,12.7,13.35,12.1,11.15
Yesinguer Vinasco,2000415655.0,9.85,9.7,9.7,9.45,9.95,12.95
José Vicente Muñoz,2000509912.0,10.7,10.95,10.95,10.3,8.7,8.75
Álex,2000509919.0,10.05,10.4,10.4,10.35,8.75,10.2
