Player,UID,AMC,AP,T,SS,AM,EG
Emrah Ağın,2000244749.0,11.2,9.75,11.2,8.1,9.35,8.0
Odilon Kossounou,93127195.0,11.3,10.9,11.3,9.9,10.7,10.4
Didier,2000509916.0,13.4,12.9,13.4,12.5,12.9,12.4
Iván Muñoz,67295020.0,11.95,10.95,11.95,11.0,11.1,10.6
Oriol Busquets,67225653.0,14.15,14.0,14.15,13.1,13.9,13.7
Andrés Torres,2000628761.0,14.5,15.1,14.5,14.2,14.9,15.1
Luis Vicente,2000438000.0,14.8,14.3,14.8,14.4,15.0,14.6
Samuel Chukwueze,67269484.0,14.1,14.7,14.1,14.6,14.8,15.4
Javi Ontiveros,67211745.0,13.6,14.0,13.6,13.8,13.8,14.8
Faustino,2000438001.0,13.7,14.1,13.7,15.0,14.5,14.8
Mohamed Cisse,2000509917.0,12.8,13.0,12.8,13.6,13.3,13.4
Carles,2000192884.0,9.4,8.45,9.4,8.2,8.55,7.2
Dmytro Smalyukh,2000461897.0,13.2,12.2,13.2,12.45,12.9,11.7
Gianfranco Giuffrè,2000272929.0,12.25,12.45,12.25,12.2,12.65,13.2
Óliver Pueyo,2000569557.0,14.75,14.65,14.75,13.8,14.6,14.05
John Córdoba,2000416582.0,14.0,14.6,14.0,13.4,13.85,14.6
Abdul Mumin,27128916.0,12.8,12.8,12.8,11.4,12.2,12.3
Maxence Caqueret,48044737.0,15.0,14.95,15.0,14.1,14.85,14.75
Alfonso Pedraza,67212046.0,13.4,13.1,13.4,13.2,13.15,12.85
Manu Morlanes,67228802.0,13.4,13.65,13.4,13.5,13.7,13.65
Fernando Niño,67258829.0,13.1,13.2,13.1,13.65,13.15,12.6
Francisco Conceição,83261140.0,12.65,13.35,12.65,13.4,13.45,14.1
Wanderson Bastos,2000410491.0,11.85,10.95,11.85,10.85,11.5,10.35
Yesinguer Vinasco,2000415655.0,13.65,14.15,13.65,12.7,13.35,14.3
José Vicente Muñoz,2000509912.0,10.1,9.4,10.1,7.85,8.9,7.3
Álex,2000509919.0,12.05,12.25,12.05,11.25,11.95,11.55
