Player,UID,FB,WB,IWB,CWB,NNFB
Emrah Ağın,2000244749.0,11.3,7.25,10.9,7.62,10.6
Odilon Kossounou,93127195.0,13.2,11.3,12.2,11.0,12.3
Didier,2000509916.0,14.2,13.0,13.6,13.23,14.1
Iván Muñoz,67295020.0,13.9,13.15,13.0,12.35,12.6
Oriol Busquets,67225653.0,13.8,12.55,14.5,13.12,13.5
Andrés Torres,2000628761.0,11.5,12.0,12.5,13.31,10.2
Luis Vicente,2000438000.0,14.6,13.6,15.2,14.23,14.2
Samuel Chukwueze,67269484.0,12.45,13.25,12.55,14.12,11.25
Javi Ontiveros,67211745.0,11.7,12.5,11.9,13.08,9.9
Faustino,2000438001.0,11.3,12.0,11.2,12.85,10.3
Mohamed Cisse,2000509917.0,10.65,11.25,10.5,11.73,9.3
Carles,2000192884.0,8.95,6.3,8.2,6.92,9.15
Dmytro Smalyukh,2000461897.0,14.2,12.7,14.1,12.77,13.3
Gianfranco Giuffrè,2000272929.0,9.9,11.15,9.8,12.0,9.05
Óliver Pueyo,2000569557.0,13.8,12.55,14.7,13.15,13.8
John Córdoba,2000416582.0,12.9,12.4,12.0,12.69,11.55
Abdul Mumin,27128916.0,14.4,12.3,14.1,12.31,14.5
Maxence Caqueret,48044737.0,14.1,13.1,15.0,13.69,13.95
Alfonso Pedraza,67212046.0,13.5,13.05,12.95,12.81,13.3
Manu Morlanes,67228802.0,13.75,13.3,14.1,13.42,13.95
Fernando Niño,67258829.0,12.25,11.65,11.55,11.73,11.6
Francisco Conceição,83261140.0,9.9,11.05,10.6,11.92,10.35
Wanderson Bastos,2000410491.0,13.2,11.8,12.1,11.77,13.35
Yesinguer Vinasco,2000415655.0,9.9,10.35,10.1,11.23,8.55
José Vicente Muñoz,2000509912.0,10.7,7.45,9.0,7.23,8.8
Álex,2000509919.0,10.75,10.45,8.95,10.35,9.05
