Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Emrah Ağın,2000244749.0,6.83,12.38,11.25,9.33,6.17,6.5,8.5,14.17
Odilon Kossounou,93127195.0,13.0,12.75,14.25,9.83,10.33,9.0,15.0,13.33
Didier,2000509916.0,14.0,15.75,15.0,11.0,10.67,11.0,12.5,14.17
Iván Muñoz,67295020.0,14.67,13.12,14.0,9.33,10.5,8.83,14.5,13.0
Oriol Busquets,67225653.0,14.17,13.5,13.5,14.67,11.17,13.0,13.5,13.83
Andrés Torres,2000628761.0,8.67,13.75,15.0,16.33,12.33,16.33,10.5,11.5
Luis Vicente,2000438000.0,15.0,16.0,14.5,13.33,12.67,14.67,6.5,14.17
Samuel Chukwueze,67269484.0,8.83,14.0,16.0,15.33,12.67,17.33,9.5,12.33
Javi Ontiveros,67211745.0,8.33,12.5,14.5,15.33,14.67,15.33,5.0,11.67
Faustino,2000438001.0,5.67,15.75,17.0,14.0,17.0,15.33,7.5,11.67
Mohamed Cisse,2000509917.0,6.0,13.5,15.0,13.17,17.0,13.33,8.5,11.08
Carles,2000192884.0,5.17,12.38,10.5,6.67,4.67,5.67,7.75,12.83
Dmytro Smalyukh,2000461897.0,15.33,14.25,13.5,10.67,9.5,11.67,11.5,14.0
Gianfranco Giuffrè,2000272929.0,6.5,13.12,15.0,12.0,11.17,15.33,11.0,11.17
Óliver Pueyo,2000569557.0,13.67,13.62,12.25,14.67,10.33,13.17,6.75,14.5
John Córdoba,2000416582.0,9.33,15.25,14.0,12.83,10.5,14.5,12.5,11.67
Abdul Mumin,27128916.0,15.33,14.75,14.5,14.0,9.67,10.0,15.0,13.0
Maxence Caqueret,48044737.0,14.67,13.0,11.5,14.67,11.5,14.5,6.25,13.17
Alfonso Pedraza,67212046.0,12.33,12.75,12.5,11.33,12.83,12.33,11.5,13.92
Manu Morlanes,67228802.0,14.5,13.88,14.0,13.67,10.33,12.17,8.5,12.75
Fernando Niño,67258829.0,8.0,11.88,13.0,12.0,15.33,12.67,16.5,13.58
Francisco Conceição,83261140.0,5.83,12.12,13.5,15.0,13.17,15.33,6.0,12.33
Wanderson Bastos,2000410491.0,12.0,14.0,14.5,8.0,6.33,11.17,12.0,13.42
Yesinguer Vinasco,2000415655.0,5.17,13.88,13.0,14.33,12.83,13.33,12.0,11.33
José Vicente Muñoz,2000509912.0,6.17,11.5,12.25,7.67,4.17,4.5,7.0,11.83
Álex,2000509919.0,4.5,12.38,15.5,10.33,9.0,12.33,8.5,12.5
