Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Emrah Ağın,2000244749.0,12.25,10.25,12.2,10.75,12.0,10.05,9.7,12.15
Odilon Kossounou,93127195.0,12.2,11.3,12.3,11.65,11.6,11.6,11.25,12.25
Didier,2000509916.0,13.8,13.4,13.9,13.8,13.5,13.7,13.4,13.9
Iván Muñoz,67295020.0,11.2,11.5,12.6,11.85,11.6,10.95,11.05,13.2
Oriol Busquets,67225653.0,14.2,13.85,13.45,14.2,14.5,13.65,14.2,14.25
Andrés Torres,2000628761.0,14.2,14.2,10.6,14.2,14.4,15.0,15.1,12.8
Luis Vicente,2000438000.0,15.4,14.5,14.3,15.3,15.5,14.8,15.6,15.3
Samuel Chukwueze,67269484.0,13.95,13.65,11.55,13.95,14.05,14.7,14.8,12.75
Javi Ontiveros,67211745.0,13.4,13.4,10.2,12.8,12.9,14.4,14.4,11.8
Faustino,2000438001.0,13.3,13.1,10.5,13.4,13.0,15.0,15.1,11.6
Mohamed Cisse,2000509917.0,12.2,12.2,9.8,12.25,11.7,13.9,13.95,10.85
Carles,2000192884.0,10.85,8.85,9.9,9.9,10.35,8.7,8.95,9.95
Dmytro Smalyukh,2000461897.0,14.1,13.0,12.8,13.3,13.7,12.7,13.0,14.2
Gianfranco Giuffrè,2000272929.0,12.2,12.05,9.75,11.95,12.0,13.0,13.45,10.65
Óliver Pueyo,2000569557.0,14.5,13.8,13.25,14.45,15.05,13.7,14.1,14.1
John Córdoba,2000416582.0,12.9,11.8,12.3,13.75,13.8,12.6,13.65,12.75
Abdul Mumin,27128916.0,13.5,12.4,14.2,13.0,13.3,12.4,12.7,13.9
Maxence Caqueret,48044737.0,14.8,14.1,13.6,15.05,15.1,13.6,14.25,14.55
Alfonso Pedraza,67212046.0,13.05,13.35,13.45,13.6,13.0,13.0,13.1,13.4
Manu Morlanes,67228802.0,12.75,13.1,13.45,13.95,13.95,12.45,13.3,13.75
Fernando Niño,67258829.0,12.65,12.0,12.3,13.05,12.65,12.45,12.1,12.35
Francisco Conceição,83261140.0,12.3,12.75,10.75,12.25,12.2,13.6,13.75,10.95
Wanderson Bastos,2000410491.0,12.3,11.65,13.35,12.25,12.4,11.4,11.5,12.6
Yesinguer Vinasco,2000415655.0,12.8,12.45,9.45,12.75,12.6,13.5,14.05,10.95
José Vicente Muñoz,2000509912.0,10.85,8.75,10.3,10.55,11.4,9.1,9.35,10.95
Álex,2000509919.0,10.95,10.05,10.35,11.4,11.55,11.5,12.2,10.5
