Player,UID,WM,W,DW,IW,IF,WG
Emrah Ağın,2000244749.0,8.55,8.2,10.35,9.35,8.1,8.25
Odilon Kossounou,93127195.0,10.35,11.1,11.85,10.7,9.9,11.75
Didier,2000509916.0,12.7,12.6,13.8,12.9,12.5,12.58
Iván Muñoz,67295020.0,12.35,11.85,13.35,11.1,11.0,12.29
Oriol Busquets,67225653.0,12.9,12.4,13.4,13.9,13.1,12.58
Andrés Torres,2000628761.0,13.3,13.4,11.3,14.9,14.2,12.92
Luis Vicente,2000438000.0,13.9,13.1,14.1,15.0,14.4,12.0
Samuel Chukwueze,67269484.0,13.8,14.9,12.35,14.8,14.6,14.0
Javi Ontiveros,67211745.0,13.0,14.5,11.8,13.8,13.8,12.92
Faustino,2000438001.0,12.6,14.3,10.5,14.5,15.0,13.17
Mohamed Cisse,2000509917.0,12.05,13.15,9.95,13.3,13.6,12.38
Carles,2000192884.0,7.05,7.1,8.2,8.55,8.2,7.21
Dmytro Smalyukh,2000461897.0,12.3,11.2,13.7,12.9,12.45,11.25
Gianfranco Giuffrè,2000272929.0,12.25,13.15,9.7,12.65,12.2,12.79
Óliver Pueyo,2000569557.0,12.9,12.3,13.65,14.6,13.8,11.38
John Córdoba,2000416582.0,13.2,14.6,12.0,13.85,13.4,14.25
Abdul Mumin,27128916.0,11.6,12.0,13.4,12.2,11.4,12.5
Maxence Caqueret,48044737.0,13.3,12.75,13.9,14.85,14.1,11.67
Alfonso Pedraza,67212046.0,13.0,13.3,13.3,13.15,13.2,13.0
Manu Morlanes,67228802.0,12.55,12.6,13.1,13.7,13.5,11.92
Fernando Niño,67258829.0,12.45,12.95,11.7,13.15,13.65,13.54
Francisco Conceição,83261140.0,12.05,13.15,9.9,13.45,13.4,11.96
Wanderson Bastos,2000410491.0,11.1,11.05,12.3,11.5,10.85,11.21
Yesinguer Vinasco,2000415655.0,12.05,13.45,9.6,13.35,12.7,13.21
José Vicente Muñoz,2000509912.0,8.3,8.75,9.4,8.9,7.85,8.46
Álex,2000509919.0,11.7,13.15,9.35,11.95,11.25,12.38
