Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Emrah Ağın,2000244749.0,14.0,15.67,3.0,13.75,8.0,9.17,5.83,15.0,13.75,4.0,15.25,11.62,12.2,10.0,11.75,14.5,2.5,7.5,11.75,2.67,4.0
Odilon Kossounou,93127195.0,17.0,13.17,13.0,14.75,10.75,12.33,8.17,12.25,14.75,7.5,15.25,11.0,12.2,14.17,14.0,13.33,11.5,9.0,13.0,7.0,13.0
Didier,2000509916.0,10.0,12.67,15.0,12.5,14.0,13.33,14.0,13.5,12.5,10.5,13.5,14.0,12.4,13.0,15.75,14.33,13.0,15.0,15.0,11.0,16.0
Iván Muñoz,67295020.0,15.0,11.33,14.0,12.0,8.5,9.67,9.83,12.5,12.0,8.25,13.0,11.0,10.4,12.33,13.62,12.0,12.5,9.5,11.5,9.0,17.0
Oriol Busquets,67225653.0,15.0,15.0,12.0,13.75,14.5,13.67,12.0,14.0,13.75,11.5,13.0,13.38,14.2,14.0,14.0,14.33,13.0,14.5,13.5,10.67,13.0
Andrés Torres,2000628761.0,12.0,13.0,9.0,12.5,18.0,14.33,15.33,13.0,12.5,15.5,12.0,10.25,14.0,10.67,14.5,12.67,14.0,17.5,13.0,13.33,8.0
Luis Vicente,2000438000.0,4.0,14.67,9.0,16.5,16.0,13.0,13.33,14.0,16.5,14.0,14.5,13.0,13.4,15.0,16.25,14.67,13.0,16.5,15.5,12.67,16.0
Samuel Chukwueze,67269484.0,6.0,12.67,13.0,12.25,17.5,14.0,16.67,12.0,12.25,18.0,13.0,12.75,13.4,11.17,15.5,12.33,12.0,17.5,12.0,14.0,8.0
Javi Ontiveros,67211745.0,4.0,13.0,6.0,11.5,15.5,13.33,15.67,11.5,11.5,16.0,14.0,11.0,13.4,10.67,15.25,11.67,14.0,15.5,11.0,15.33,8.0
Faustino,2000438001.0,5.0,11.67,10.0,12.0,16.0,14.33,14.33,11.5,12.0,15.5,14.5,11.75,12.8,10.33,17.0,12.33,16.0,16.0,14.0,15.0,4.0
Mohamed Cisse,2000509917.0,5.0,12.5,12.0,10.75,13.25,12.67,12.17,11.25,10.75,13.5,13.75,9.38,12.4,9.17,14.88,12.0,18.5,13.5,12.0,13.33,7.0
Carles,2000192884.0,14.5,9.0,1.0,10.5,7.75,9.83,8.0,13.0,10.5,6.0,10.25,11.88,9.1,7.67,11.5,12.33,2.0,11.0,12.0,5.67,1.5
Dmytro Smalyukh,2000461897.0,10.0,12.33,13.0,14.0,12.5,12.67,12.0,14.5,14.0,12.0,14.5,11.0,12.2,14.67,14.0,14.33,8.0,14.0,13.0,9.83,15.0
Gianfranco Giuffrè,2000272929.0,15.0,10.83,7.0,11.5,15.25,10.67,14.5,12.75,11.5,15.5,11.25,11.12,11.2,9.33,14.75,11.33,11.5,14.75,14.25,11.83,6.0
Óliver Pueyo,2000569557.0,7.0,14.83,6.5,11.5,15.25,14.5,13.17,14.5,11.5,12.75,12.0,13.62,14.6,13.67,12.88,14.67,11.0,15.75,13.0,12.33,11.0
John Córdoba,2000416582.0,17.0,14.17,8.0,9.0,15.5,13.67,12.33,15.0,9.0,15.25,10.0,12.5,14.2,9.17,15.0,14.17,12.5,14.0,15.25,11.83,11.0
Abdul Mumin,27128916.0,16.0,13.67,14.0,14.5,11.5,14.67,10.0,13.5,14.5,9.0,14.5,12.25,14.0,15.0,15.0,14.0,10.0,12.5,14.5,7.33,15.0
Maxence Caqueret,48044737.0,6.5,14.17,6.0,14.0,16.0,14.17,12.67,13.5,14.0,14.25,13.5,13.5,14.1,14.83,12.25,13.83,14.5,16.0,12.25,11.5,12.0
Alfonso Pedraza,67212046.0,11.0,13.17,12.0,12.0,12.75,14.0,12.17,13.5,12.0,12.5,13.5,13.5,13.2,12.0,13.12,14.17,16.5,12.0,11.5,12.33,12.0
Manu Morlanes,67228802.0,8.5,11.83,8.5,11.5,13.75,14.17,12.0,11.5,11.5,11.75,9.25,14.75,12.8,12.17,14.0,12.33,13.0,14.25,12.5,14.0,14.0
Fernando Niño,67258829.0,18.0,13.83,15.0,11.5,12.5,13.83,11.17,13.5,11.5,13.0,14.0,12.38,13.5,10.33,11.12,14.17,15.0,12.0,11.0,13.67,8.0
Francisco Conceição,83261140.0,5.0,10.83,7.0,11.0,15.25,14.0,14.17,10.25,11.0,15.5,12.25,14.38,12.6,8.67,13.5,10.67,13.5,14.75,11.25,13.17,5.0
Wanderson Bastos,2000410491.0,14.0,11.67,10.0,11.0,12.5,11.0,11.33,13.0,11.0,11.25,11.5,13.12,10.8,11.33,14.0,13.33,7.5,12.0,11.75,6.5,11.0
Yesinguer Vinasco,2000415655.0,14.0,12.5,10.0,10.0,14.75,13.0,13.17,13.75,10.0,13.5,11.75,10.62,13.4,8.0,14.5,12.33,16.5,14.75,14.75,13.5,5.0
José Vicente Muñoz,2000509912.0,10.5,14.33,3.5,10.5,5.25,10.5,5.5,17.25,10.5,4.0,9.0,9.5,12.3,8.17,13.0,15.83,3.0,7.0,9.5,2.83,2.5
Álex,2000509919.0,10.0,14.0,7.0,7.0,11.0,12.17,9.33,16.75,7.0,13.0,9.5,11.75,13.5,6.5,14.62,14.83,11.0,9.5,10.25,8.5,4.5
