Player,UID,CD,BPD,NNCB,Lib
Emrah Ağın,2000244749.0,10.9,10.45,10.2,9.5
Odilon Kossounou,93127195.0,13.65,13.1,13.1,12.1
Didier,2000509916.0,13.3,13.6,13.8,13.7
Iván Muñoz,67295020.0,13.5,13.3,12.8,12.25
Oriol Busquets,67225653.0,13.6,14.2,13.6,14.5
Andrés Torres,2000628761.0,10.0,11.7,9.7,13.1
Luis Vicente,2000438000.0,12.8,13.2,12.5,15.1
Samuel Chukwueze,67269484.0,10.25,11.15,10.15,12.65
Javi Ontiveros,67211745.0,8.7,9.4,8.3,12.4
Faustino,2000438001.0,8.5,9.9,9.0,11.7
Mohamed Cisse,2000509917.0,8.95,9.7,8.7,11.4
Carles,2000192884.0,8.5,8.2,8.6,7.35
Dmytro Smalyukh,2000461897.0,13.2,13.6,12.8,13.5
Gianfranco Giuffrè,2000272929.0,9.25,9.8,9.15,10.4
Óliver Pueyo,2000569557.0,12.4,12.35,11.95,14.25
John Córdoba,2000416582.0,10.95,11.1,10.65,11.65
Abdul Mumin,27128916.0,14.6,14.6,14.9,13.6
Maxence Caqueret,48044737.0,11.9,12.65,12.0,14.95
Alfonso Pedraza,67212046.0,12.7,12.4,12.8,13.15
Manu Morlanes,67228802.0,11.75,12.4,12.45,13.65
Fernando Niño,67258829.0,12.55,12.25,12.0,11.45
Francisco Conceição,83261140.0,8.55,9.1,9.15,11.1
Wanderson Bastos,2000410491.0,12.65,12.1,13.05,11.55
Yesinguer Vinasco,2000415655.0,8.85,9.6,8.45,10.9
José Vicente Muñoz,2000509912.0,8.65,7.8,7.9,7.5
Álex,2000509919.0,8.8,7.8,8.25,8.65
