,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AML_attrs,Acc,9.0,13.0,14.0,15.0,16.0,19.0
1,AML_attrs,Agi,7.0,14.0,15.0,16.0,17.0,20.0
2,AML_attrs,Pac,7.0,13.0,14.0,15.0,16.0,19.0
3,AML_attrs,Wor,5.5,11.0,12.5,14.0,15.0,18.5
4,AML_attrs,Jum,2.0,6.0,7.0,10.0,12.0,20.0
5,AML_attrs,Fir,9.0,12.5,13.0,14.0,16.0,18.0
6,AML_attrs,Dri,8.5,12.0,13.5,14.5,15.5,19.0
7,AML_attrs,Cmp,7.0,11.0,12.5,13.0,15.0,19.0
8,AML_attrs,Sta,7.0,11.5,12.5,13.0,14.0,18.0
9,AML_attrs,Pos,2.5,6.0,8.0,8.5,10.0,14.0
10,AML_attrs,Cnt,3.0,9.0,10.0,11.0,13.0,16.0
11,AML_attrs,Fre,2.0,7.0,9.0,11.0,13.0,18.0
12,AML_attrs,Cor,3.0,7.5,9.0,10.5,12.0,18.0
13,AML_attrs,Fin,4.5,8.0,10.0,11.5,14.0,19.0
14,AML_attrs,OtB,9.0,12.0,13.5,14.5,16.0,20.0
15,AML_attrs,Pas,8.0,11.5,13.0,14.0,15.0,18.0
16,AML_attrs,Tec,9.5,13.0,14.0,15.5,17.0,19.0
17,AML_attrs,Ant,7.0,10.5,12.0,13.0,14.5,19.0
18,AML_attrs,Dec,8.0,11.5,12.5,13.0,14.5,19.0
19,AML_attrs,Lon,5.5,9.0,11.0,12.0,13.0,15.5
20,AML_attrs,Fla,5.0,12.5,14.0,15.0,16.0,20.0
21,AML_attrs,Tck,2.0,4.5,6.0,7.0,9.0,15.0
22,AML_attrs,Hea,3.0,7.0,8.0,9.0,11.0,16.0
23,AML_attrs,Agg,3.0,7.5,9.0,11.0,13.0,15.0
24,AML_attrs,Bra,1.0,8.0,9.5,10.5,13.0,17.0
25,AML_attrs,Bal,7.0,11.5,13.0,14.0,15.0,18.5
26,AML_attrs,Str,4.0,9.0,10.0,11.0,12.0,16.0
27,AML_attrs,Det,5.5,12.0,13.0,14.5,15.5,19.0
28,AML_attrs,Mar,2.0,5.0,6.0,7.5,9.0,13.0
29,AML_attrs,Vis,7.0,11.0,12.0,13.5,15.0,18.0
30,AML_attrs,Tea,7.0,9.5,11.0,12.0,13.5,19.0
31,AML_attrs,Cro,6.5,10.0,11.0,12.5,14.0,16.0
32,AML_attrs,Ldr,1.0,6.5,8.5,10.0,12.0,18.0
33,AML_attrs,Nat,7.0,12.0,13.0,14.0,15.5,20.0
34,AML_attrs,L Th,1.0,4.0,5.0,6.5,8.5,16.5
35,AML_attrs,Pen,2.5,6.5,8.0,10.5,12.5,19.0
36,AML_attrs,Aer,1.0,2.0,2.0,2.5,3.0,4.5
37,AML_attrs,Cmd,1.0,1.5,2.0,2.5,3.0,5.5
38,AML_attrs,Com,1.0,1.5,2.0,2.5,3.0,5.0
39,AML_attrs,Ecc,1.0,1.5,2.0,2.5,3.0,5.0
40,AML_attrs,Han,1.0,2.0,2.0,2.5,3.0,5.5
41,AML_attrs,Kic,1.0,1.5,2.0,2.5,3.0,5.0
42,AML_attrs,Pun,1.0,2.0,2.5,3.0,3.5,5.5
43,AML_attrs,1v1,1.0,1.5,2.0,2.5,3.0,5.5
44,AML_attrs,Ref,1.0,2.0,2.0,2.5,3.0,4.5
45,AML_attrs,TRO,1.0,1.5,2.0,2.5,3.0,5.0
46,AML_attrs,Thr,1.0,1.5,2.0,2.5,3.0,4.5
47,AML_attrs,Age,18.0,22.0,25.0,28.0,31.0,35.0
