,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,STC_abis,Aerial,2.0,7.0,10.0,12.0,14.0,20.0
1,STC_abis,Awareness,9.17,11.0,12.17,13.0,14.0,17.0
2,STC_abis,Clearing,3.0,8.0,10.0,11.0,13.0,17.0
3,STC_abis,Closing,6.5,9.5,10.25,11.25,12.0,15.5
4,STC_abis,Control,10.0,12.5,13.75,14.5,16.0,17.5
5,STC_abis,Creativity,9.33,12.33,13.33,14.0,14.83,18.0
6,STC_abis,Crossing,8.0,10.67,11.83,12.67,13.67,16.33
7,STC_abis,Decision,8.0,11.25,12.5,13.25,14.0,17.5
8,STC_abis,Defensive,6.5,9.5,10.25,11.25,12.0,15.5
9,STC_abis,Dribbling,8.5,12.5,13.5,14.5,15.5,18.0
10,STC_abis,Focus,8.0,10.5,11.5,12.5,13.5,17.0
11,STC_abis,Endeavour,8.75,10.25,11.25,12.12,13.12,16.62
12,STC_abis,Intelligence,9.2,11.8,12.6,13.4,14.2,16.3
13,STC_abis,Marking,6.0,8.0,8.83,9.67,10.67,13.5
14,STC_abis,Mobility,9.5,13.12,14.5,15.0,15.62,18.25
15,STC_abis,Movement,8.67,11.5,12.33,13.33,14.33,16.83
16,STC_abis,Off The Ball,9.5,13.0,14.0,15.0,16.0,20.0
17,STC_abis,Passing,9.0,11.5,13.0,14.0,15.0,18.0
18,STC_abis,Physical,7.0,11.0,12.5,13.25,14.5,18.5
19,STC_abis,Shooting,7.33,11.0,12.5,13.33,14.33,16.33
20,STC_abis,Tackling,1.0,4.0,5.0,6.0,8.0,16.5
