,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,MC_attrs,Acc,4.5,12.0,13.0,14.0,15.0,19.0
1,MC_attrs,Agi,6.0,12.0,13.5,15.0,16.0,19.0
2,MC_attrs,Pac,3.5,12.0,13.0,14.0,15.0,18.5
3,MC_attrs,Wor,6.0,11.0,13.0,14.0,15.0,18.5
4,MC_attrs,Jum,2.0,7.0,9.5,12.0,14.0,18.0
5,MC_attrs,Fir,8.0,12.0,13.0,14.0,16.0,19.0
6,MC_attrs,Dri,3.5,9.0,11.0,12.0,14.0,18.0
7,MC_attrs,Cmp,6.0,11.5,12.5,13.5,15.0,19.0
8,MC_attrs,Sta,6.0,12.0,13.0,14.0,15.5,18.0
9,MC_attrs,Pos,4.5,8.0,11.0,12.0,13.5,17.0
10,MC_attrs,Cnt,3.0,10.0,11.5,12.5,14.0,18.0
11,MC_attrs,Fre,2.5,7.0,8.0,10.0,13.0,18.0
12,MC_attrs,Cor,3.5,6.5,8.0,9.5,11.0,18.0
13,MC_attrs,Fin,3.0,7.0,8.0,9.0,11.0,17.0
14,MC_attrs,OtB,3.5,10.5,12.0,13.0,15.0,19.0
15,MC_attrs,Pas,8.5,12.5,14.0,15.0,16.0,19.0
16,MC_attrs,Tec,6.5,12.5,14.0,15.0,16.5,20.0
17,MC_attrs,Ant,7.0,12.0,13.0,14.0,15.0,18.0
18,MC_attrs,Dec,8.5,12.0,13.5,14.5,16.0,19.0
19,MC_attrs,Lon,5.5,9.0,10.5,12.0,13.0,16.5
20,MC_attrs,Fla,3.0,9.0,12.0,13.5,15.0,19.5
21,MC_attrs,Tck,2.0,7.0,9.5,12.0,13.0,18.0
22,MC_attrs,Hea,3.0,8.0,9.0,10.0,12.0,17.0
23,MC_attrs,Agg,5.0,8.0,10.0,11.5,14.0,19.5
24,MC_attrs,Bra,4.0,8.0,10.0,12.0,14.0,19.0
25,MC_attrs,Bal,8.0,11.0,13.0,14.0,16.0,19.0
26,MC_attrs,Str,4.0,10.0,11.0,12.0,13.0,17.0
27,MC_attrs,Det,6.0,12.0,13.5,14.5,16.0,19.5
28,MC_attrs,Mar,3.0,7.0,9.0,11.5,13.0,18.0
29,MC_attrs,Vis,4.5,12.0,13.0,14.5,16.0,19.0
30,MC_attrs,Tea,6.5,11.0,12.0,13.0,15.0,19.0
31,MC_attrs,Cro,3.5,7.0,8.5,10.0,11.0,16.0
32,MC_attrs,Ldr,1.5,8.0,10.0,11.5,13.0,19.0
33,MC_attrs,Nat,5.5,12.0,13.0,14.5,16.0,20.0
34,MC_attrs,L Th,1.0,4.0,5.5,7.0,8.0,16.5
35,MC_attrs,Pen,1.5,6.5,7.5,9.5,11.0,16.0
36,MC_attrs,Aer,1.0,2.0,2.0,2.5,3.0,5.5
37,MC_attrs,Cmd,1.0,1.5,2.0,2.5,3.0,5.0
38,MC_attrs,Com,1.0,2.0,2.0,2.5,3.0,5.0
39,MC_attrs,Ecc,1.0,1.5,2.0,2.5,3.0,5.0
40,MC_attrs,Han,1.0,1.5,2.0,2.5,3.0,5.5
41,MC_attrs,Kic,1.0,1.5,2.0,2.5,3.0,5.0
42,MC_attrs,Pun,1.0,2.0,2.0,2.5,3.0,5.5
43,MC_attrs,1v1,1.0,1.5,2.0,2.5,3.0,5.5
44,MC_attrs,Ref,1.0,1.5,2.0,2.5,3.0,4.5
45,MC_attrs,TRO,1.0,1.5,2.0,2.5,3.0,5.0
46,MC_attrs,Thr,1.0,1.5,2.0,2.5,3.0,4.5
47,MC_attrs,Age,17.0,22.0,23.0,26.0,29.0,38.0
