,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,WBL_abis,Aerial,4.0,7.0,8.0,10.0,12.0,16.0
1,WBL_abis,Awareness,7.83,11.5,12.0,12.83,14.0,15.33
2,WBL_abis,Clearing,3.0,7.0,9.0,10.0,11.0,14.0
3,WBL_abis,Closing,9.25,11.25,11.75,12.75,13.0,16.5
4,WBL_abis,Control,8.5,11.5,12.5,13.0,14.0,18.0
5,WBL_abis,Creativity,10.33,11.67,12.33,13.33,14.0,15.67
6,WBL_abis,Crossing,9.0,11.5,12.17,12.83,13.33,15.67
7,WBL_abis,Decision,11.25,12.5,13.5,13.75,14.5,17.0
8,WBL_abis,Defensive,9.25,11.25,11.75,12.75,13.0,16.5
9,WBL_abis,Dribbling,7.5,10.5,12.0,13.0,13.75,16.0
10,WBL_abis,Focus,9.0,11.5,12.25,13.0,14.0,15.0
11,WBL_abis,Endeavour,8.75,12.0,12.75,13.12,14.0,16.0
12,WBL_abis,Intelligence,9.5,11.5,12.4,12.8,13.4,14.9
13,WBL_abis,Marking,8.83,11.33,11.83,12.5,13.0,15.33
14,WBL_abis,Mobility,8.62,12.88,13.38,14.5,15.25,16.0
15,WBL_abis,Movement,10.83,12.67,13.33,13.83,14.83,16.17
16,WBL_abis,Off The Ball,7.0,9.0,11.5,13.0,14.0,18.5
17,WBL_abis,Passing,9.5,11.25,12.5,13.5,14.0,16.0
18,WBL_abis,Physical,8.5,11.25,12.0,13.0,14.0,16.0
19,WBL_abis,Shooting,7.0,8.17,9.33,10.17,11.17,12.33
20,WBL_abis,Tackling,7.0,11.0,12.0,13.0,14.0,17.0
