,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,STC_attrs,Acc,9.0,13.0,14.0,15.0,16.0,19.0
1,STC_attrs,Agi,7.0,12.5,14.5,16.0,16.5,20.0
2,STC_attrs,Pac,8.0,13.0,14.0,15.0,16.0,19.0
3,STC_attrs,Wor,5.5,11.0,12.0,13.0,15.0,18.5
4,STC_attrs,Jum,2.0,7.0,10.0,12.0,14.0,20.0
5,STC_attrs,Fir,9.0,12.0,14.0,15.0,16.0,18.0
6,STC_attrs,Dri,7.5,11.5,13.5,14.0,15.5,19.0
7,STC_attrs,Cmp,7.0,11.5,13.0,14.5,16.0,19.0
8,STC_attrs,Sta,7.0,11.5,13.0,14.0,15.0,18.0
9,STC_attrs,Pos,3.0,6.0,7.0,8.0,10.0,14.5
10,STC_attrs,Cnt,4.0,8.0,10.0,11.0,13.0,15.0
11,STC_attrs,Fre,2.0,7.0,8.5,10.0,12.0,15.5
12,STC_attrs,Cor,3.0,7.0,8.0,9.0,10.5,15.5
13,STC_attrs,Fin,5.5,10.0,12.0,13.0,15.5,19.0
14,STC_attrs,OtB,9.5,13.0,14.0,15.0,16.0,20.0
15,STC_attrs,Pas,6.5,10.5,12.0,13.0,14.5,17.0
16,STC_attrs,Tec,8.5,12.0,13.5,15.0,16.5,20.0
17,STC_attrs,Ant,7.5,11.0,13.0,14.0,15.0,19.0
18,STC_attrs,Dec,8.0,11.5,13.0,13.5,15.0,18.0
19,STC_attrs,Lon,4.0,9.0,10.5,11.5,13.0,18.0
20,STC_attrs,Fla,7.0,13.0,14.0,15.0,16.0,20.0
21,STC_attrs,Tck,1.0,4.0,5.0,6.0,8.0,16.5
22,STC_attrs,Hea,3.0,8.0,10.0,11.0,13.0,17.0
23,STC_attrs,Agg,3.0,7.5,9.0,11.5,13.0,19.5
24,STC_attrs,Bra,3.0,8.0,9.0,10.5,13.0,18.5
25,STC_attrs,Bal,4.0,12.0,13.5,15.0,16.5,19.0
26,STC_attrs,Str,4.0,10.0,11.0,12.0,13.0,18.0
27,STC_attrs,Det,5.5,12.0,13.5,15.0,16.0,19.0
28,STC_attrs,Mar,1.0,4.5,5.5,7.0,8.5,12.5
29,STC_attrs,Vis,5.0,10.0,11.0,13.0,14.0,18.0
30,STC_attrs,Tea,7.0,10.0,12.0,13.0,15.0,18.5
31,STC_attrs,Cro,4.0,8.0,9.5,10.5,12.0,16.0
32,STC_attrs,Ldr,1.0,6.5,8.5,10.0,12.0,18.0
33,STC_attrs,Nat,4.5,12.0,13.0,14.5,16.0,20.0
34,STC_attrs,L Th,1.0,4.0,5.0,6.0,7.5,16.5
35,STC_attrs,Pen,2.5,6.5,8.0,10.0,13.0,19.0
36,STC_attrs,Aer,1.0,1.5,2.0,2.5,3.0,5.5
37,STC_attrs,Cmd,1.0,2.0,2.0,2.5,3.0,5.0
38,STC_attrs,Com,1.0,1.5,2.0,2.5,3.0,5.5
39,STC_attrs,Ecc,1.0,1.5,2.0,2.5,3.0,5.0
40,STC_attrs,Han,1.0,2.0,2.0,2.5,3.0,5.5
41,STC_attrs,Kic,1.0,1.5,2.0,2.5,3.0,5.5
42,STC_attrs,Pun,1.0,1.5,2.0,2.5,3.0,5.5
43,STC_attrs,1v1,1.0,1.5,2.0,2.5,3.0,5.0
44,STC_attrs,Ref,1.0,2.0,2.0,2.5,3.0,5.5
45,STC_attrs,TRO,1.0,1.5,2.0,2.5,3.0,4.0
46,STC_attrs,Thr,1.0,1.5,2.0,2.5,3.0,4.5
47,STC_attrs,Age,17.0,21.0,22.0,25.0,30.0,35.0
