,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,AMC_abis,Aerial,2.0,6.0,8.0,10.0,13.0,17.0
1,AMC_abis,Awareness,9.33,12.0,13.0,13.83,14.5,17.0
2,AMC_abis,Clearing,3.0,7.0,8.0,10.0,12.0,17.0
3,AMC_abis,Closing,7.5,10.0,11.0,11.75,12.5,15.5
4,AMC_abis,Control,10.25,13.5,14.5,15.0,16.0,18.0
5,AMC_abis,Creativity,10.0,12.67,13.33,14.0,15.0,18.17
6,AMC_abis,Crossing,8.5,12.0,12.67,13.5,14.5,16.67
7,AMC_abis,Decision,9.25,12.0,13.0,13.5,14.25,17.5
8,AMC_abis,Defensive,7.5,10.0,11.0,11.75,12.5,15.5
9,AMC_abis,Dribbling,10.0,12.75,13.5,14.75,15.5,18.0
10,AMC_abis,Focus,8.25,11.0,11.75,12.5,13.75,16.25
11,AMC_abis,Endeavour,8.75,10.12,11.0,11.88,13.5,16.88
12,AMC_abis,Intelligence,10.6,12.6,13.3,14.0,14.6,16.9
13,AMC_abis,Marking,6.0,8.33,9.5,10.33,11.33,14.33
14,AMC_abis,Mobility,9.5,12.5,13.62,14.5,15.38,17.25
15,AMC_abis,Movement,10.0,11.83,12.83,13.5,14.33,16.83
16,AMC_abis,Off The Ball,10.0,12.5,13.5,15.0,16.0,20.0
17,AMC_abis,Passing,9.25,13.5,14.0,15.0,16.0,18.5
18,AMC_abis,Physical,7.0,11.0,12.0,13.0,14.0,17.0
19,AMC_abis,Shooting,7.17,11.0,12.0,13.0,14.0,16.33
20,AMC_abis,Tackling,2.0,5.0,6.5,7.5,10.0,16.5
