,DF,COL,Q0,Q20,Q40,Q60,Q80,Q100
0,WBL_attrs,Acc,5.5,12.0,13.0,14.0,15.0,18.0
1,WBL_attrs,Agi,8.5,13.0,14.0,15.0,16.5,18.0
2,WBL_attrs,Pac,7.5,12.0,13.5,14.5,15.0,17.5
3,WBL_attrs,Wor,10.5,12.5,13.5,14.5,15.0,18.5
4,WBL_attrs,Jum,4.0,7.0,9.0,10.0,12.0,16.0
5,WBL_attrs,Fir,6.0,11.0,12.0,12.5,13.0,17.0
6,WBL_attrs,Dri,5.0,9.5,11.0,11.5,13.0,15.5
7,WBL_attrs,Cmp,7.0,10.0,11.5,12.0,12.5,16.0
8,WBL_attrs,Sta,9.5,12.5,13.5,14.0,15.5,18.0
9,WBL_attrs,Pos,7.5,12.0,12.0,13.0,14.0,18.0
10,WBL_attrs,Cnt,6.0,12.0,13.0,14.0,14.5,18.0
11,WBL_attrs,Fre,2.0,5.0,6.5,8.0,9.0,13.0
12,WBL_attrs,Cor,3.5,7.0,8.0,9.5,11.0,14.0
13,WBL_attrs,Fin,3.0,5.5,6.5,8.0,9.0,11.0
14,WBL_attrs,OtB,7.0,9.0,11.5,12.5,14.0,18.5
15,WBL_attrs,Pas,8.5,11.0,12.0,13.0,13.5,16.0
16,WBL_attrs,Tec,8.5,11.0,13.0,13.5,16.0,19.0
17,WBL_attrs,Ant,7.5,12.0,13.0,14.0,15.0,18.0
18,WBL_attrs,Dec,11.0,13.0,13.5,15.0,16.0,17.0
19,WBL_attrs,Lon,5.0,6.5,8.0,9.5,10.0,13.0
20,WBL_attrs,Fla,4.0,8.5,11.5,12.0,13.0,15.0
21,WBL_attrs,Tck,7.0,11.0,12.0,13.0,14.0,17.0
22,WBL_attrs,Hea,3.0,7.0,9.0,10.0,11.0,14.0
23,WBL_attrs,Agg,6.5,10.0,11.5,12.5,15.0,19.0
24,WBL_attrs,Bra,1.0,9.0,11.0,12.5,13.5,17.5
25,WBL_attrs,Bal,9.5,12.5,13.0,14.0,15.5,18.0
26,WBL_attrs,Str,5.0,9.0,11.0,12.0,13.0,14.5
27,WBL_attrs,Det,8.0,12.0,13.0,14.0,15.0,19.0
28,WBL_attrs,Mar,7.0,11.0,12.0,12.0,13.0,15.0
29,WBL_attrs,Vis,6.0,9.5,11.0,12.0,13.5,15.5
30,WBL_attrs,Tea,9.0,11.5,12.0,13.5,15.0,18.0
31,WBL_attrs,Cro,6.5,9.0,11.0,12.0,13.0,17.0
32,WBL_attrs,Ldr,2.0,7.0,9.0,10.0,12.5,15.0
33,WBL_attrs,Nat,9.0,12.0,13.0,14.0,15.0,16.0
34,WBL_attrs,L Th,4.5,7.0,9.0,11.0,12.0,15.5
35,WBL_attrs,Pen,3.0,5.0,6.0,7.0,9.0,14.0
36,WBL_attrs,Aer,1.0,2.0,2.0,2.5,3.0,4.5
37,WBL_attrs,Cmd,1.0,1.5,2.0,2.5,3.0,5.0
38,WBL_attrs,Com,1.0,1.5,2.0,2.5,3.0,4.5
39,WBL_attrs,Ecc,1.0,2.0,2.5,2.5,3.0,4.5
40,WBL_attrs,Han,1.0,1.5,2.0,2.0,3.0,5.0
41,WBL_attrs,Kic,1.0,2.0,2.5,2.5,3.0,4.5
42,WBL_attrs,Pun,1.0,2.0,2.5,3.0,3.0,5.0
43,WBL_attrs,1v1,1.0,2.0,2.5,3.0,3.5,4.5
44,WBL_attrs,Ref,1.0,2.0,2.0,3.0,3.0,4.5
45,WBL_attrs,TRO,1.0,1.5,2.0,2.5,3.0,4.5
46,WBL_attrs,Thr,1.0,1.5,2.0,2.5,3.0,5.0
47,WBL_attrs,Age,20.0,21.0,26.0,28.0,31.0,34.0
